A1C1,A1C0,A0C1,A0C0,A1,C1,Total,MI,C0GvA1,C1GvA1,C1GvA0,dltP,dltPp,Image_practice,Image,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,betweenTrial.started,betweenTrial.stopped,ISI.started,ISI.stopped,image_card.started,image_card.stopped,textbox.text,textbox.started,textbox.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_endPractice.started,image_endPractice.stopped,polygon_2.started,polygon_2.stopped,ISI_2.started,ISI_2.stopped,Cards.started,Cards.stopped,TextNote.started,TextNote.stopped,Estimation.text,Estimation.started,Estimation.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text.started,text.stopped,participant,gender,session,date,expName,psychopyVersion,frameRate,
9,9,36,18,18,45,72,0.88,0.5,0.5,0.67,-0.17,-0.5,,stimuli/P_09_09_36_18.png,,,,,0,175,175,94,,,,,,,,,,,,,,,,,,,,,,,,,,,1107.1579356369912,None,1107.1579356369912,None,1107.6357264802646,None,1107.6357264802646,None,15,1107.6357264802646,None,return,2.428478374524275,1107.6357264802646,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,18,18,9,18,18,45,0.6,1.0,0.0,0.67,-0.67,-2.0,,stimuli/P_00_18_18_09.png,,,,,0,176,176,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.1021184871424,None,1110.1021184871424,None,1110.5764789274835,None,1110.5764789274835,None,0,1110.5764789274835,None,return,1.3046658599778311,1110.5764789274835,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,18,9,18,36,45,1.0,0.0,1.0,0.67,0.33,1.0,,stimuli/P_18_00_18_09.png,,,,,0,177,177,137,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.9222003958348,None,1111.9222003958348,None,1112.3978840728596,None,1112.3978840728596,None,30,1112.3978840728596,None,return,4.772680339352519,1112.3978840728596,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,0,0,18,18,18,1.0,0.0,1.0,None,None,None,,stimuli/P_18_00_00_00.png,,,,,0,178,178,128,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.2066274474346,None,1117.2066274474346,None,1117.679724953363,None,1117.679724953363,None,100,1117.679724953363,None,return,2.3785759674938163,1117.679724953363,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,36,0,0,36,0,36,0.0,1.0,0.0,None,None,None,,stimuli/P_00_36_00_00.png,,,,,0,179,179,48,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.0985435863113,None,1120.0985435863113,None,1120.561306647869,None,1120.561306647869,None,0,1120.561306647869,None,return,1.622411624455708,1120.561306647869,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,36,36,9,54,54,99,0.64,0.67,0.33,0.8,-0.47,-2.33,,stimuli/P_18_36_36_09.png,,,,,0,180,180,189,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.2027402263411,None,1122.2027402263411,None,1122.6884801608394,None,1122.6884801608394,None,20,1122.6884801608394,None,return,7.822439386261976,1122.6884801608394,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,36,18,9,54,36,81,0.56,0.67,0.33,0.67,-0.33,-1.0,,stimuli/P_18_36_18_09.png,,,,,0,181,181,185,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.5395164781658,None,1130.5395164781658,None,1131.0485370725291,None,1131.0485370725291,None,20,1131.0485370725291,None,return,6.0799488682241645,1131.0485370725291,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,18,0,9,36,18,45,0.6,0.5,0.5,0.0,0.5,0.5,,stimuli/P_18_18_00_09.png,,,,,0,182,182,161,,,,,,,,,,,,,,,,,,,,,,,,,,,1137.1682717880394,None,1137.1682717880394,None,1137.6517657472868,None,1137.6517657472868,None,45,1137.6517657472868,None,return,7.238803830448887,1137.6517657472868,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,9,36,9,9,36,54,0.83,1.0,0.0,0.8,-0.8,-4.0,,stimuli/P_00_09_36_09.png,,,,,0,183,183,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.9168010667781,None,1144.9168010667781,None,1145.3884029625478,None,1145.3884029625478,None,0,1145.3884029625478,None,return,2.6706358078299672,1145.3884029625478,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,18,36,18,36,54,90,0.8,0.5,0.5,0.67,-0.17,-0.5,,stimuli/P_18_18_36_18.png,,,,,0,184,184,174,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.0956729705285,None,1148.0956729705285,None,1148.571693998958,None,1148.571693998958,None,17,1148.571693998958,None,None,,1148.571693998958,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,18,36,0,54,72,90,0.8,0.33,0.67,1.0,-0.33,#NAME?,,stimuli/P_36_18_36_00.png,,,,,0,185,185,236,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.621858663988,None,1156.621858663988,None,1157.1380290600064,None,1157.1380290600064,None,40,1157.1380290600064,None,return,4.7305535122941365,1157.1380290600064,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,36,36,0,36,36,72,0.5,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_36_36_00.png,,,,,0,186,186,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.903664273348,None,1161.903664273348,None,1162.3882544824228,None,1162.3882544824228,None,0,1162.3882544824228,None,return,1.1623524940951029,1162.3882544824228,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,36,9,18,54,63,1.0,0.0,1.0,0.8,0.2,1.0,,stimuli/P_18_00_36_09.png,,,,,0,187,187,141,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.5770335946218,None,1163.5770335946218,None,1164.0494842733387,None,1164.0494842733387,None,47,1164.0494842733387,None,return,5.017908068613906,1164.0494842733387,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,36,18,18,54,72,1.0,0.0,1.0,0.67,0.33,1.0,,stimuli/P_18_00_36_18.png,,,,,0,188,188,142,,,,,,,,,,,,,,,,,,,,,,,,,,,1169.0902474725663,None,1169.0902474725663,None,1169.566988146049,None,1169.566988146049,None,40,1169.566988146049,None,return,4.671693942065758,1169.566988146049,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,36,9,9,72,45,90,0.6,0.5,0.5,0.5,0.0,0.0,,stimuli/P_36_36_09_09.png,,,,,0,189,189,245,,,,,,,,,,,,,,,,,,,,,,,,,,,1174.2565383878027,None,1174.2565383878027,None,1174.7398184446429,None,1174.7398184446429,None,40,1174.7398184446429,None,return,5.528441339825804,1174.7398184446429,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,9,9,18,45,45,72,0.88,0.2,0.8,0.33,0.47,0.7,,stimuli/P_36_09_09_18.png,,,,,0,190,190,214,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.3017002396737,None,1180.3017002396737,None,1180.7814327023807,None,1180.7814327023807,None,50,1180.7814327023807,None,return,4.7094613698573085,1180.7814327023807,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,0,0,9,36,36,45,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_36_00_00_09.png,,,,,0,191,191,193,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.5308124707371,None,1185.5308124707371,None,1186.0407819725806,None,1186.0407819725806,None,70,1186.0407819725806,None,return,4.150228323749616,1186.0407819725806,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,18,9,0,18,9,27,0.33,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_18_09_00.png,,,,,0,192,192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.2259878906189,None,1190.2259878906189,None,1190.6995342502705,None,1190.6995342502705,None,0,1190.6995342502705,None,return,1.508182620309526,1190.6995342502705,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,0,0,36,36,36,72,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_36_00_00_36.png,,,,,0,193,193,195,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.2426330248272,None,1192.2426330248272,None,1192.7209478152072,None,1192.7209478152072,None,50,1192.7209478152072,None,return,2.169895398306835,1192.7209478152072,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,0,0,18,9,9,27,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_09_00_00_18.png,,,,,0,194,194,66,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.9126908410544,None,1194.9126908410544,None,1195.3759198230036,None,1195.3759198230036,None,40,1195.3759198230036,None,return,2.84144882469991,1195.3759198230036,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,9,36,9,45,72,90,0.9,0.2,0.8,0.8,0.0,0.0,,stimuli/P_36_09_36_09.png,,,,,0,195,195,221,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.2453506093661,None,1198.2453506093661,None,1198.7288183997007,None,1198.7288183997007,None,35,1198.7288183997007,None,return,5.74084016996494,1198.7288183997007,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,18,0,9,54,36,63,0.71,0.33,0.67,0.0,0.67,0.67,,stimuli/P_36_18_00_09.png,,,,,0,196,196,225,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.4963406191018,None,1204.4963406191018,None,1204.969765805312,None,1204.969765805312,None,65,1204.969765805312,None,return,4.358990244116285,1204.969765805312,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,0,0,36,9,9,45,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_09_00_00_36.png,,,,,0,197,197,67,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.3684355143996,None,1209.3684355143996,None,1209.8484985018295,None,1209.8484985018295,None,35,1209.8484985018295,None,return,3.977902630031167,1209.8484985018295,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,36,0,0,72,36,72,0.5,0.5,0.5,None,None,None,,stimuli/P_36_36_00_00.png,,,,,0,198,198,240,,,,,,,,,,,,,,,,,,,,,,,,,,,1213.852163287178,None,1213.852163287178,None,1214.3519064336288,None,1214.3519064336288,None,50,1214.3519064336288,None,return,1.9714224111667136,1214.3519064336288,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,18,18,18,18,18,54,0.67,1.0,0.0,0.5,-0.5,-1.0,,stimuli/P_00_18_18_18.png,,,,,0,199,199,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.3653965073609,None,1216.3653965073609,None,1216.8475695054804,None,1216.8475695054804,None,0,1216.8475695054804,None,return,1.445338548910513,1216.8475695054804,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,18,0,18,36,18,54,0.67,0.5,0.5,0.0,0.5,0.5,,stimuli/P_18_18_00_18.png,,,,,0,200,200,162,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.3182600404689,None,1218.3182600404689,None,1218.79986926922,None,1218.79986926922,None,33,1218.79986926922,None,return,2.138881256294553,1218.79986926922,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,18,36,0,18,36,54,0.67,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_18_36_00.png,,,,,0,201,201,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.9800069518242,None,1220.9800069518242,None,1221.4528154619547,None,1221.4528154619547,None,0,1221.4528154619547,None,return,1.2104230773402378,1221.4528154619547,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,18,18,36,27,27,81,0.78,0.67,0.33,0.33,0.0,0.0,,stimuli/P_09_18_18_36.png,,,,,0,202,202,107,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.6976279019727,None,1222.6976279019727,None,1223.1818420751733,None,1223.1818420751733,None,15,1223.1818420751733,None,return,2.819155187899014,1223.1818420751733,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,9,9,0,9,9,18,0.5,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_09_09_00.png,,,,,0,203,203,20,,,,,,,,,,,,,,,,,,,,,,,,,,,1226.0325177166378,None,1226.0325177166378,None,1226.5215970317659,None,1226.5215970317659,None,0,1226.5215970317659,None,return,1.412358325214882,1226.5215970317659,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,9,0,18,27,18,45,0.8,0.33,0.67,0.0,0.67,0.67,,stimuli/P_18_09_00_18.png,,,,,0,204,204,146,,,,,,,,,,,,,,,,,,,,,,,,,,,1227.9643653384774,None,1227.9643653384774,None,1228.4414615678252,None,1228.4414615678252,None,40,1228.4414615678252,None,return,7.197842088826292,1228.4414615678252,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,36,36,36,54,54,126,0.71,0.67,0.33,0.5,-0.17,-0.33,,stimuli/P_18_36_36_36.png,,,,,0,205,205,191,,,,,,,,,,,,,,,,,,,,,,,,,,,1235.6810254344746,None,1235.6810254344746,None,1236.1710701548654,None,1236.1710701548654,None,20,1236.1710701548654,None,return,6.43752371557639,1236.1710701548654,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,9,36,0,45,72,81,0.89,0.2,0.8,1.0,-0.2,#NAME?,,stimuli/P_36_09_36_00.png,,,,,0,206,206,220,,,,,,,,,,,,,,,,,,,,,,,,,,,1242.6269564816685,None,1242.6269564816685,None,1243.109795649245,None,1243.109795649245,None,45,1243.109795649245,None,return,4.329329489919473,1243.109795649245,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,18,9,36,36,27,81,0.78,0.5,0.5,0.2,0.3,0.37,,stimuli/P_18_18_09_36.png,,,,,0,207,207,167,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.475724068172,None,1247.475724068172,None,1247.962452732405,None,1247.962452732405,None,20,1247.962452732405,None,return,7.833987271667866,1247.962452732405,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,9,0,18,27,27,1.0,0.0,1.0,1.0,0.0,None,,stimuli/P_18_00_09_00.png,,,,,0,208,208,132,,,,,,,,,,,,,,,,,,,,,,,,,,,1255.8340481428313,None,1255.8340481428313,None,1256.3173469730245,None,1256.3173469730245,None,70,1256.3173469730245,None,return,7.252693833404919,1256.3173469730245,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,0,9,18,36,45,63,1.0,0.0,1.0,0.33,0.67,1.0,,stimuli/P_36_00_09_18.png,,,,,0,209,209,198,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.5884938710733,None,1263.5884938710733,None,1264.0722370038638,None,1264.0722370038638,None,65,1264.0722370038638,None,return,3.3867059655458434,1264.0722370038638,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,0,18,18,18,36,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_18_00_00_18.png,,,,,0,210,210,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.4962643879262,None,1267.4962643879262,None,1267.9755650635925,None,1267.9755650635925,None,50,1267.9755650635925,None,return,2.046214297217375,1267.9755650635925,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,36,9,0,36,9,45,0.2,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_36_09_00.png,,,,,0,211,211,52,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.0614980791433,None,1270.0614980791433,None,1270.542254542721,None,1270.542254542721,None,0,1270.542254542721,None,return,1.3327041416850989,1270.542254542721,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,36,0,0,54,18,54,0.33,0.67,0.33,None,None,None,,stimuli/P_18_36_00_00.png,,,,,0,212,212,176,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.9161519640038,None,1271.9161519640038,None,1272.3907593023396,None,1272.3907593023396,None,35,1272.3907593023396,None,return,6.542226098259562,1272.3907593023396,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,36,18,18,45,27,81,0.56,0.8,0.2,0.5,-0.3,-0.6,,stimuli/P_09_36_18_18.png,,,,,0,213,213,122,,,,,,,,,,,,,,,,,,,,,,,,,,,1278.9761914107949,None,1278.9761914107949,None,1279.4584053689468,None,1279.4584053689468,None,15,1279.4584053689468,None,return,6.8693198529290385,1279.4584053689468,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,36,9,18,36,9,63,0.43,1.0,0.0,0.33,-0.33,-0.5,,stimuli/P_00_36_09_18.png,,,,,0,214,214,54,,,,,,,,,,,,,,,,,,,,,,,,,,,1286.3646415911571,None,1286.3646415911571,None,1286.8438330400677,None,1286.8438330400677,None,0,1286.8438330400677,None,return,1.3137072188110324,1286.8438330400677,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,0,18,36,0,18,54,1.0,None,None,0.33,None,None,,stimuli/P_00_00_18_36.png,,,,,0,215,215,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.1818716574198,None,1288.1818716574198,None,1288.657658872311,None,1288.657658872311,None,0,1288.657658872311,None,return,1.3012968971088412,1288.657658872311,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,18,36,18,54,72,108,0.83,0.33,0.67,0.67,0.0,0.0,,stimuli/P_36_18_36_18.png,,,,,0,216,216,238,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.9884566657056,None,1289.9884566657056,None,1290.4638496402622,None,1290.4638496402622,None,35,1290.4638496402622,None,return,4.920236589714477,1290.4638496402622,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,36,0,9,36,0,45,0.2,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_36_00_09.png,,,,,0,217,217,49,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.4205344033035,None,1295.4205344033035,None,1295.9290293438826,None,1295.9290293438826,None,0,1295.9290293438826,None,return,1.628871932196489,1295.9290293438826,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,0,18,9,9,27,36,1.0,0.0,1.0,0.67,0.33,1.0,,stimuli/P_09_00_18_09.png,,,,,0,218,218,73,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.5957642772773,None,1297.5957642772773,None,1298.080020548281,None,1298.080020548281,None,25,1298.080020548281,None,return,5.900992768845754,1298.080020548281,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,9,18,9,18,27,45,0.8,0.5,0.5,0.67,-0.17,-0.5,,stimuli/P_09_09_18_09.png,,,,,0,219,219,89,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.0056433825957,None,1304.0056433825957,None,1304.4820865269357,None,1304.4820865269357,None,35,1304.4820865269357,None,return,6.072081697064277,1304.4820865269357,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,9,36,18,27,54,81,0.89,0.33,0.67,0.67,0.0,0.0,,stimuli/P_18_09_36_18.png,,,,,0,220,220,158,,,,,,,,,,,,,,,,,,,,,,,,,,,1310.5897346187921,None,1310.5897346187921,None,1311.060161189118,None,1311.060161189118,None,25,1311.060161189118,None,return,6.697579546380439,1311.060161189118,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,36,36,18,54,90,1.0,0.0,1.0,0.5,0.5,1.0,,stimuli/P_18_00_36_36.png,,,,,0,221,221,143,,,,,,,,,,,,,,,,,,,,,,,,,,,1317.793898775235,None,1317.793898775235,None,1318.2708414044537,None,1318.2708414044537,None,20,1318.2708414044537,None,return,5.459294543041324,1318.2708414044537,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,0,0,9,9,9,18,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_09_00_00_09.png,,,,,0,222,222,65,,,,,,,,,,,,,,,,,,,,,,,,,,,1323.7647915503985,None,1323.7647915503985,None,1324.2487303811358,None,1324.2487303811358,None,50,1324.2487303811358,None,return,2.0296721319828066,1324.2487303811358,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,0,36,36,0,36,72,1.0,None,None,0.5,None,None,,stimuli/P_00_00_36_36.png,,,,,0,223,223,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1326.3131929428127,None,1326.3131929428127,None,1326.7730427218848,None,1326.7730427218848,None,0,1326.7730427218848,None,return,1.2312580817888374,1326.7730427218848,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,18,36,36,54,72,126,0.86,0.33,0.67,0.5,0.17,0.33,,stimuli/P_36_18_36_36.png,,,,,0,224,224,239,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.0421706315392,None,1328.0421706315392,None,1328.5278087348415,None,1328.5278087348415,None,27,1328.5278087348415,None,return,6.907343280930945,1328.5278087348415,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,0,9,9,0,9,18,1.0,None,None,0.5,None,None,,stimuli/P_00_00_09_09.png,,,,,0,225,225,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1335.464787169949,None,1335.464787169949,None,1335.9458468515659,None,1335.9458468515659,None,0,1335.9458468515659,None,return,1.2317359488588409,1335.9458468515659,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,36,0,18,54,54,1.0,0.0,1.0,1.0,0.0,None,,stimuli/P_18_00_36_00.png,,,,,0,226,226,140,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.2107359664951,None,1337.2107359664951,None,1337.6880324449012,None,1337.6880324449012,None,30,1337.6880324449012,None,return,6.373409314197488,1337.6880324449012,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,18,36,36,36,54,108,0.83,0.5,0.5,0.5,0.0,0.0,,stimuli/P_18_18_36_36.png,,,,,0,227,227,175,,,,,,,,,,,,,,,,,,,,,,,,,,,1344.0860257445165,None,1344.0860257445165,None,1344.550353251856,None,1344.550353251856,None,,1344.550353251856,None,None,,1344.550353251856,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,0,36,18,18,54,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_18_00_00_36.png,,,,,0,228,228,131,,,,,,,,,,,,,,,,,,,,,,,,,,,1352.598146217082,None,1352.598146217082,None,1353.0996898984013,None,1353.0996898984013,None,40,1353.0996898984013,None,return,3.469119831424905,1353.0996898984013,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,36,9,18,45,18,72,0.5,0.8,0.2,0.33,-0.13,-0.2,,stimuli/P_09_36_09_18.png,,,,,0,229,229,118,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.5970363139131,None,1356.5970363139131,None,1357.0727421776319,None,1357.0727421776319,None,15,1357.0727421776319,None,return,2.3195645038067596,1357.0727421776319,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,36,0,0,45,9,45,0.2,0.8,0.2,None,None,None,,stimuli/P_09_36_00_00.png,,,,,0,230,230,112,,,,,,,,,,,,,,,,,,,,,,,,,,,1359.4281023386502,None,1359.4281023386502,None,1359.8870891125407,None,1359.8870891125407,None,20,1359.8870891125407,None,return,2.054454659803014,1359.8870891125407,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,0,18,36,36,54,90,1.0,0.0,1.0,0.33,0.67,1.0,,stimuli/P_36_00_18_36.png,,,,,0,231,231,203,,,,,,,,,,,,,,,,,,,,,,,,,,,1361.968964240179,None,1361.968964240179,None,1362.4460678650867,None,1362.4460678650867,None,40,1362.4460678650867,None,return,5.226375304286194,1362.4460678650867,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,0,18,0,36,54,54,1.0,0.0,1.0,1.0,0.0,None,,stimuli/P_36_00_18_00.png,,,,,0,232,232,200,,,,,,,,,,,,,,,,,,,,,,,,,,,1367.7083537422368,None,1367.7083537422368,None,1368.1738076505353,None,1368.1738076505353,None,60,1368.1738076505353,None,return,5.368595941203239,1368.1738076505353,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,9,18,18,27,45,1.0,0.0,1.0,0.33,0.67,1.0,,stimuli/P_18_00_09_18.png,,,,,0,233,233,134,,,,,,,,,,,,,,,,,,,,,,,,,,,1373.5687460142217,None,1373.5687460142217,None,1374.0534426056038,None,1374.0534426056038,None,39,1374.0534426056038,None,return,6.649461176428304,1374.0534426056038,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,9,9,9,18,18,36,0.75,0.5,0.5,0.5,0.0,0.0,,stimuli/P_09_09_09_09.png,,,,,0,234,234,85,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.726434184333,None,1380.726434184333,None,1381.1946386727577,None,1381.1946386727577,None,25,1381.1946386727577,None,return,3.764049149765924,1381.1946386727577,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,36,9,0,45,18,54,0.33,0.8,0.2,1.0,-0.8,#NAME?,,stimuli/P_09_36_09_00.png,,,,,0,235,235,116,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.987388860347,None,1384.987388860347,None,1385.472160545134,None,1385.472160545134,None,15,1385.472160545134,None,return,5.436814310523914,1385.472160545134,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
