number	type	latency
1032.000000	204	1818957.000000
1033.000000	255	1820874.000000
1034.000000	222	1825863.000000
1035.000000	40	1826541.000000
1036.000000	202	1827341.000000
1037.000000	203	1827824.000000
1038.000000	204	1828541.000000
1039.000000	255	1830458.000000
1040.000000	222	1833485.000000
1041.000000	134	1834291.000000
1042.000000	202	1835057.000000
1043.000000	203	1835657.000000
1044.000000	204	1836291.000000
1045.000000	255	1838407.000000
1046.000000	211	1843396.000000
1047.000000	20	1844207.000000
1048.000000	202	1845007.000000
1049.000000	203	1845674.000000
1050.000000	204	1845924.000000
1051.000000	255	1847857.000000
1052.000000	212	1851051.000000
1053.000000	102	1851824.000000
1054.000000	202	1852574.000000
1055.000000	203	1853140.000000
1056.000000	204	1853857.000000
1057.000000	255	1855790.000000
1058.000000	222	1859252.000000
1059.000000	54	1859990.000000
1060.000000	202	1860790.000000
1061.000000	203	1861257.000000
1062.000000	204	1861974.000000
1063.000000	255	1863874.000000
1064.000000	212	1867168.000000
1065.000000	4	1867657.000000
1066.000000	202	1868540.000000
1067.000000	203	1869023.000000
1068.000000	204	1869773.000000
1069.000000	255	1871823.000000
1070.000000	211	1875636.000000
1071.000000	104	1876373.000000
1072.000000	202	1877090.000000
1073.000000	203	1877773.000000
1074.000000	204	1877973.000000
1075.000000	255	1879923.000000
1076.000000	211	1884012.000000
1077.000000	160	1884656.000000
1078.000000	202	1885456.000000
1079.000000	203	1886140.000000
1080.000000	204	1886423.000000
1081.000000	255	1888323.000000
