Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
129,F,N,0,R,N,129FN000RN,HRN,0,10,10,208,,,1.346,73.73122820000026,74.03221870000016,74.04927289999978,74.33259449999969,74.34931160000087,None,up,2.4180108000000473,74.34931160000087,None,74.34931160000087,75.68126070000108,0.10200040000017907,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
449,_5,N,0,R,N,449_5N000RN,HRN,0,11,11,272,,,1.073,76.88525980000122,77.17965230000118,77.19647950000035,77.47980910000115,77.4965527000004,None,up,2.1663776000004873,77.4965527000004,None,77.4965527000004,78.56211939999957,0.10594309999942197,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
007,R,N,270,R,N,007RN270RN,HRN,0,12,12,198,,,1.056,79.78101360000073,80.0774620000011,80.09362820000024,80.37733160000062,80.39400449999994,None,up,2.3645997999992687,80.39400449999994,None,80.39400449999994,81.44307950000075,0.10688189999928,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,_5,M,45,_,_,__5M045__,N,0,13,13,41,,,0.901,82.85503000000062,83.17395209999995,83.19083570000112,83.47460060000049,83.49105880000025,None,down,1.6162539000015386,83.49105880000025,None,83.49105880000025,84.37372140000116,0.08693099999982223,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
289,_2,N,0,L,N,289_2N000LN,HLN,0,14,14,248,,,1.156,85.20537669999976,85.52261480000016,85.53881379999984,85.82237150000037,85.83932380000078,None,up,2.367128200001389,85.83932380000078,None,85.83932380000078,86.97362520000024,0.08932129999993776,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
296,_2,N,315,L,N,296_2N315LN,HLN,0,15,15,255,,,0.883,88.32888839999941,88.6198643000007,88.63612579999972,88.91986949999955,88.9363781000011,None,up,1.8010755999985122,88.9363781000011,None,88.9363781000011,89.80253520000042,0.11068619999969087,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
236,G,M,135,L,N,236GM135LN,HLN,0,16,16,139,,,0.713,90.85222240000076,91.15058719999979,91.16740899999968,91.45073559999946,91.46789360000002,None,down,1.5503098999997746,91.46789360000002,None,91.46789360000002,92.16742180000074,0.1038886000005732,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
390,_4,N,225,R,N,390_4N225RN,HRN,0,17,17,261,,,0.775,93.13398439999946,93.43214260000059,93.4482638999998,93.73188250000021,93.74948949999998,None,up,1.7186925999994855,93.74948949999998,None,93.74948949999998,94.51482940000096,0.10260579999885522,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,G,N,315,_,_,_GN315__,N,0,18,18,63,,,1.356,95.58810540000013,95.87999169999966,95.8964049999995,96.18018570000095,96.19667610000033,None,up,2.0675104999991163,96.19667610000033,None,96.19667610000033,97.54575240000122,0.10887250000087079,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,R,N,135,_,_,_RN135__,N,0,19,19,67,,,1.0110000000000001,98.36000390000117,98.6772992999995,98.69386769999983,98.97786070000075,98.99429240000063,None,down,1.865611799999897,98.99429240000063,None,98.99429240000063,99.9932831999995,0.08572849999836762,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
200,G,N,315,R,N,200GN315RN,HRN,0,20,20,231,,,0.861,100.96695929999987,101.27512860000024,101.29230060000009,101.57552059999944,101.59270839999954,None,up,1.5361603000001196,101.59270839999954,None,101.59270839999954,102.44057939999948,0.09798369999953138,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
172,F,M,135,L,N,172FM135LN,HLN,0,21,21,123,,,0.868,103.24965940000038,103.53998700000011,103.5562659999996,103.84028369999942,103.85691299999962,None,down,1.6831586999996944,103.85691299999962,None,103.85691299999962,104.72278240000014,0.10973399999966205,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
008,R,N,315,R,N,008RN315RN,HRN,0,22,22,199,,,1.016,105.66845509999985,105.95670830000017,105.95670830000017,106.25419450000118,106.27068119999967,None,up,1.7165950999988127,106.27068119999967,None,106.27068119999967,107.27043000000049,0.11689630000000761,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,_4,N,90,_,_,__4N090__,N,0,23,23,82,,,1.032,108.08318710000094,108.40212559999964,108.41913279999972,108.70292110000082,108.71933440000066,None,up,1.7344517999990785,108.71933440000066,None,108.71933440000066,109.73643900000025,0.0864346000016667,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,G,N,270,_,_,_GN270__,N,0,24,24,62,,,1.308,110.56403499999942,110.867009900001,110.88406140000006,111.16702710000027,111.18380140000045,None,up,2.0329931999986,111.18380140000045,None,111.18380140000045,112.48274610000044,0.09804320000148437,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
240,G,M,315,L,N,240GM315LN,HLN,0,25,25,143,,,1.004,113.32571869999992,113.61571360000016,113.6478545000009,113.93143249999957,113.94770749999952,None,down,1.8019944000006944,113.94770749999952,None,113.94770749999952,114.93050940000103,0.09928170000057435,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
481,_5,N,0,L,N,481_5N000LN,HLN,0,26,26,280,,,1.34,115.86949660000028,116.16200910000043,116.17904649999946,116.46191589999944,116.47864710000067,None,up,1.8516263000001345,116.47864710000067,None,116.47864710000067,117.81055480000032,0.10763059999953839,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
168,F,N,315,L,N,168FN315LN,HLN,0,27,27,223,,,0.749,118.44893559999946,118.74352410000029,118.76009169999998,119.04370530000051,119.0602813000005,None,up,1.318065099998421,119.0602813000005,None,119.0602813000005,119.79318869999952,0.10845750000044063,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,_5,N,270,_,_,__5N270__,N,0,28,28,94,,,0.97,120.49086739999984,120.79161550000026,120.80826320000051,121.09156310000071,121.10904760000085,None,up,1.800118699999075,121.10904760000085,None,121.10904760000085,122.05759570000009,0.10164759999861417,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
492,_5,M,135,L,N,492_5M135LN,HLN,0,29,29,187,,,1.362,123.01997510000001,123.32289500000115,123.33952769999996,123.62186889999975,123.63941599999998,None,down,1.9818672999990667,123.63941599999998,None,123.63941599999998,124.98853410000083,0.09997850000036124,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
196,G,N,135,R,N,196GN135RN,HRN,0,30,30,227,,,1.131,125.69135160000042,126.0367712999996,126.05361600000106,126.33650289999969,126.35322760000054,None,down,2.0494724000000133,126.35322760000054,None,126.35322760000054,127.4689013999996,0.062421599999652244,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
400,_4,M,315,R,N,400_4M315RN,HRN,0,31,31,167,,,0.9470000000000001,128.49104559999978,128.81815579999966,128.8340575000002,129.11750670000038,129.13405650000095,None,down,1.8327589000000444,129.13405650000095,None,129.13405650000095,130.06661590000112,0.08042469999963942,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,_5,M,270,_,_,__5M270__,N,0,32,32,46,,,0.8280000000000001,131.0625381000009,131.38221630000044,131.3987331999997,131.68181730000106,131.69812629999979,None,down,1.849930399999721,131.69812629999979,None,131.69812629999979,132.51467349999984,0.08690840000053868,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
429,_4,M,180,L,N,429_4M180LN,HLN,0,33,33,172,,,0.9540000000000001,133.6159234000006,133.9632560000009,133.97950800000035,134.2631454000002,134.27971810000054,None,up,1.501155399999334,134.27971810000054,None,134.27971810000054,135.2122562000004,0.06125459999930172,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
131,F,N,90,R,N,131FN090RN,HRN,0,34,34,210,,,0.853,135.85039610000058,136.19459020000068,136.21129140000085,136.49493470000016,136.51173449999987,None,up,1.6337399000003643,136.51173449999987,None,136.51173449999987,137.34520590000102,0.06280310000147438,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
294,_2,N,225,L,N,294_2N225LN,HLN,0,35,35,253,,,0.717,138.26214729999992,138.5591357000012,138.57585810000091,138.8595662000007,138.87634460000118,None,up,1.6166206000016246,138.87634460000118,None,138.87634460000118,139.57573869999942,0.10533530000066094,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,G,N,0,_,_,_GN000__,N,0,36,36,56,,,1.156,140.61609450000105,140.90734599999996,140.90734599999996,141.2077002999995,141.22421560000112,None,up,1.7996421000007103,141.22421560000112,None,141.22421560000112,142.37335449999955,0.11153209999974933,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
451,_5,N,90,R,N,451_5N090RN,HRN,0,37,37,274,,,1.037,143.1443237000003,143.43872929999998,143.45515210000121,143.73837319999984,143.7543695000004,None,up,1.584329000001162,143.7543695000004,None,143.7543695000004,144.7702131999995,0.10846900000069581,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,F,N,180,_,_,_FN180__,N,0,38,38,52,,,0.963,145.4530348999997,145.75279299999966,145.7696734000001,146.05320530000063,146.06984740000007,None,down,1.884234600000127,146.06984740000007,None,146.06984740000007,147.02063579999958,0.10198370000034629,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
202,G,M,45,R,N,202GM045RN,HRN,0,39,39,129,,,1.137,148.04222310000114,148.36786980000034,148.38438690000112,148.6677810000001,148.68448510000053,None,down,1.9488294000002497,148.68448510000053,None,148.68448510000053,149.80028889999994,0.0793747000006988,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,_2,M,270,_,_,__2M270__,N,0,40,40,30,,,0.963,150.73893320000025,151.04837620000035,151.06542910000098,151.34896889999982,151.3655448999998,None,down,1.550260200001503,151.3655448999998,None,151.3655448999998,152.31469240000115,0.09549359999982698,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
171,F,M,90,L,N,171FM090LN,HLN,0,41,41,122,,,1.226,153.04101190000074,153.32996830000047,153.32996830000047,153.62995220000084,153.64679419999993,None,down,2.0663539999986824,153.64679419999993,None,153.64679419999993,154.86293289999958,0.11393150000003516,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,R,M,225,_,_,_RM225__,N,0,42,42,21,,,0.851,155.83219500000087,156.128514,156.14384410000093,156.42763899999954,156.44437760000073,None,down,1.9992358999988937,156.44437760000073,None,156.44437760000073,157.27706790000047,0.10499969999909808,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
233,G,M,0,L,N,233GM000LN,HLN,0,43,43,136,,,0.9490000000000001,158.5670807000006,158.8588061999999,158.8588061999999,159.15795489999982,159.17472180000004,None,down,1.6869709999991755,159.17472180000004,None,159.17472180000004,160.10750499999995,0.11334320000059961,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
488,_5,N,315,L,N,488_5N315LN,HLN,0,44,44,287,,,1.119,160.98696220000056,161.2747462999996,161.2747462999996,161.57294990000082,161.5899960000006,None,up,1.7338732999996864,161.5899960000006,None,161.5899960000006,162.70548240000062,0.11390519999986282,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
208,G,M,315,R,N,208GM315RN,HRN,0,45,45,135,,,0.748,163.44796769999994,163.73749380000118,163.7542592000009,164.0375034000008,164.05490090000058,None,down,1.3503092999999353,164.05490090000058,None,164.05490090000058,164.78620709999996,0.11097119999976712,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
291,_2,N,90,L,N,291_2N090LN,HLN,0,46,46,250,,,1.116,165.52123930000016,165.81904589999976,165.83555630000046,166.119941500001,166.1369310000009,None,up,2.0995841000003566,166.1369310000009,None,166.1369310000009,167.23500310000054,0.10484059999907913,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
494,_5,M,225,L,N,494_5M225LN,HLN,0,47,47,189,,,1.283,168.35250290000113,168.65007680000053,168.66701400000056,168.95060130000093,168.9677896000012,None,up,1.8151121999999305,168.9677896000012,None,168.9677896000012,170.23253280000063,0.10453419999976177,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,F,N,0,_,_,_FN000__,N,0,48,48,48,,,1.165,170.89458510000077,171.1831553000011,171.21445049999966,171.4983871000004,171.51458640000055,None,up,1.832557600000655,171.51458640000055,None,171.51458640000055,172.6647935000001,0.10031849999904807,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
234,G,M,45,L,N,234GM045LN,HLN,0,49,49,137,,,1.11,173.46187760000066,173.76218750000044,173.77868740000122,174.0617497000003,174.0784022000007,None,down,1.702040999998644,174.0784022000007,None,174.0784022000007,175.17726870000115,0.1044359000006807,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
460,_5,M,135,R,N,460_5M135RN,HRN,0,50,50,179,,,0.762,175.90319679999993,176.19348329999957,176.19348329999957,176.49348889999965,176.51028399999996,None,down,1.5325658000001567,176.51028399999996,None,176.51028399999996,177.25980739999977,0.11178929999914544,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
130,F,N,45,R,N,130FN045RN,HRN,0,51,51,209,,,1.218,178.1333469000001,178.4581491000008,178.4746114999998,178.75830660000065,178.77490860000034,None,up,1.855478800000128,178.77490860000034,None,178.77490860000034,179.97683280000092,0.08116129999871191,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
006,R,N,225,R,N,006RN225RN,HRN,0,52,52,197,,,1.109,180.75779479999983,181.05571090000012,181.05571090000012,181.33970679999948,181.35610590000033,None,up,2.0355333000006794,181.35610590000033,None,181.35610590000033,182.45492100000047,0.11649459999898681,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
430,_4,M,225,L,N,430_4M225LN,HLN,0,53,53,173,,,1.224,183.51768730000003,183.82035329999962,183.82035329999962,184.10344020000048,184.12030109999978,None,down,1.9662900999992416,184.12030109999978,None,184.12030109999978,185.3354457000005,0.11451069999930041,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
431,_4,M,270,L,N,431_4M270LN,HLN,0,54,54,174,,,1.198,186.1998678,186.50118629999997,186.51766850000058,186.80116009999983,186.81787190000068,None,down,1.8650474000005488,186.81787190000068,None,186.81787190000068,188.0005540000002,0.10094980000030773,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
012,R,M,135,R,N,012RM135RN,HRN,0,55,55,99,,,1.204,188.7675536000006,189.09893600000032,189.11576760000025,189.39829819999977,189.41520669999954,None,down,2.220827000001009,189.41520669999954,None,189.41520669999954,190.59817490000023,0.07567769999877783,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,_4,N,45,_,_,__4N045__,N,0,56,56,81,,,0.744,191.75267060000078,192.06306530000074,192.07946679999986,192.36276429999998,192.3799940000008,None,up,1.4511549999988347,192.3799940000008,None,192.3799940000008,193.09569770000053,0.09797879999860015,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,G,M,315,_,_,_GM315__,N,0,57,57,15,,,0.869,193.9562973000011,194.24572400000034,194.24572400000034,194.54406550000022,194.56061580000096,None,down,1.6835159000002022,194.56061580000096,None,194.56061580000096,195.4103436000005,0.11395799999991141,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
039,R,N,270,L,N,039RN270LN,HLN,0,58,58,206,,,1.05,196.36104610000075,196.65865789999953,196.67520820000027,196.95896449999964,196.97594580000077,None,up,1.6538877000002685,196.97594580000077,None,196.97594580000077,198.00822189999963,0.10499470000104338,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,G,M,45,_,_,_GM045__,N,0,59,59,9,,,1.1320000000000001,198.75485040000058,199.05673729999944,199.05673729999944,199.34060130000034,199.35703810000086,None,down,1.835618200000681,199.35703810000086,None,199.35703810000086,200.4728479000005,0.11457949999930861,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
385,_4,N,0,R,N,385_4N000RN,HRN,0,60,60,256,,,1.292,201.3111430000008,201.6044578000001,201.6208600000009,201.90477640000063,201.92169360000116,None,up,1.8497447999998258,201.92169360000116,None,201.92169360000116,203.2038776999998,0.10743879999972705,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,_2,M,45,_,_,__2M045__,N,0,61,61,25,,,0.8260000000000001,203.87345370000003,204.1856074999996,204.2020749000003,204.48541110000042,204.50242699999944,None,down,1.633220399999118,204.50242699999944,None,204.50242699999944,205.31848030000037,0.09253159999934724,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
232,G,N,315,L,N,232GN315LN,HLN,0,62,62,239,,,0.768,206.25953819999995,206.5501079000005,206.5501079000005,206.8504539000005,206.86699170000065,None,up,1.4016489000005095,206.86699170000065,None,206.86699170000065,207.6163131000012,0.11271250000027067,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,_4,M,135,_,_,__4M135__,N,0,63,63,35,,,0.8150000000000001,208.39582060000066,208.68339100000048,208.68339100000048,208.98221550000017,208.99866490000022,None,up,1.649705300000278,208.99866490000022,None,208.99866490000022,209.79817019999973,0.1141170000009879,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
048,R,M,315,L,N,048RM315LN,HLN,0,64,64,111,,,1.256,210.76227710000057,211.06295640000099,211.07943720000003,211.36391600000024,211.37995600000067,None,down,2.0492690999999468,211.37995600000067,None,211.37995600000067,212.62866080000094,0.10224769999877026,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
015,R,M,270,R,N,015RM270RN,HRN,0,65,65,102,,,0.986,213.55092839999998,213.8436617999996,213.8604078999997,214.14412660000016,214.1605436000009,None,down,1.7838885999990453,214.1605436000009,None,214.1605436000009,215.12962940000034,0.10973229999945033,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
389,_4,N,180,R,N,389_4N180RN,HRN,0,66,66,260,,,1.381,216.06800199999998,216.35860970000067,216.35860970000067,216.6584952000012,216.67629789999955,None,up,1.9814093000004505,216.67629789999955,None,216.67629789999955,218.04063250000036,0.11265280000043276,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
426,_4,M,45,L,N,426_4M045LN,HLN,0,67,67,169,,,1.21,218.75835560000087,219.07241260000046,219.08932170000116,219.37235770000007,219.38876320000054,None,down,2.034854399998949,219.38876320000054,None,219.38876320000054,220.5885586000004,0.09032689999912691,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,_4,N,135,_,_,__4N135__,N,0,68,68,83,,,1.062,221.53616440000042,221.83681989999968,221.85319999999956,222.13688300000103,222.15476800000033,None,up,1.782669000000169,222.15476800000033,None,222.15476800000033,223.20372560000033,0.1006199999992532,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
042,R,M,45,L,N,042RM045LN,HLN,0,69,69,105,,,0.728,224.02559540000038,224.3511412000007,224.36775239999952,224.65161780000017,224.66839849999997,None,down,1.4663386000011087,224.66839849999997,None,224.66839849999997,225.38440660000015,0.0794808999999077,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
136,F,N,315,R,N,136FN315RN,HRN,0,70,70,215,,,1.0010000000000001,226.24682140000004,226.5350080999997,226.56593729999986,226.85003080000024,226.86632780000036,None,up,1.651207600001726,226.86632780000036,None,226.86632780000036,227.8494971,0.10088609999911569,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,_4,M,0,_,_,__4M000__,N,0,71,71,32,,,1.03,228.61967820000064,228.93054400000074,228.94746080000004,229.23095959999955,229.24933500000043,None,up,1.5668506999991223,229.24933500000043,None,229.24933500000043,230.26416830000016,0.0913418999989517,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,F,M,270,_,_,_FM270__,N,0,72,72,6,,,0.871,230.93008420000115,231.22885580000002,231.245536800001,231.5291720999994,231.54568540000037,None,up,1.6487443000005442,231.54568540000037,None,231.54568540000037,232.4123550000004,0.10254770000028657,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
399,_4,M,270,R,N,399_4M270RN,HRN,0,73,73,166,,,0.725,233.30036889999974,233.60948500000086,233.62630230000104,233.90942150000046,233.92716959999962,None,down,1.5494249999992462,233.92716959999962,None,233.92716959999962,234.6429035000001,0.0956726999993407,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,R,N,270,_,_,_RN270__,N,0,74,74,70,,,0.9,235.59866929999953,235.8918494999998,235.90809919999992,236.19196399999964,236.20823960000052,None,up,1.5336291999992682,236.20823960000052,None,236.20823960000052,237.09069400000044,0.11072590000003402,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
_,_4,N,0,_,_,__4N000__,N,0,75,75,80,,,1.052,237.85822709999957,238.15667080000094,238.17263140000068,238.45631719999983,238.47430480000003,None,up,1.6678792000002431,238.47430480000003,None,238.47430480000003,239.505239600001,0.10474059999978635,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
424,_4,N,315,L,N,424_4N315LN,HLN,0,76,76,271,,,1.3860000000000001,240.2598369999996,240.5541016999996,240.57109140000102,240.85403940000106,240.87088790000053,None,up,2.1164507000012236,240.87088790000053,None,240.87088790000053,242.25279109999974,0.10711050000099931,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
038,R,N,225,L,N,038RN225LN,HLN,0,77,77,205,,,1.291,243.10247139999956,243.4014371000012,243.41808280000078,243.70186009999998,243.71802299999945,None,up,2.1837607999987085,243.71802299999945,None,243.71802299999945,245.0006202000004,0.1035014000008232,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
225,G,N,0,L,N,225GN000LN,HLN,0,78,78,232,,,1.104,246.01279129999966,246.33239979999962,246.33239979999962,246.6160450999996,246.63439800000015,None,up,1.6992251000010583,246.63439800000015,None,246.63439800000015,247.73149850000118,0.09806820000085281,None,,,,,,,,,4,001,2019_Dec_20_1724,untitled,3.1.0,60.16047204291224,
