Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,key_JUDGE.rt,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
_,R,N,315,_,_,_RN315__,N,0,11,11,71,,,0.857,185.8335513000493,186.1765458000009,186.19301640003687,186.47548280004412,186.49253520002821,None,up,186.49253520002821,None,186.49253520002821,187.32506080000894,0.06439069996122271,None,1.9487510000471957,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,F,N,135,_,_,_FN135__,N,0,12,12,51,,,0.868,188.50967570004286,188.8573965000105,188.87403750000522,189.1573757000151,189.17644470004598,None,up,189.17644470004598,None,189.17644470004598,190.02275709999958,0.061084399989340454,None,2.080143900006078,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
291,_2,N,90,L,N,291_2N090LN,HLN,0,13,13,250,,,0.774,191.34124070004327,191.67325110000093,191.68834350001998,191.97161450004205,191.98798230005195,None,up,191.98798230005195,None,191.98798230005195,192.75390020001214,0.07486990001052618,None,1.7662120999884792,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
133,F,N,180,R,N,133FN180RN,HRN,0,14,14,212,,,1.077,193.8267954000039,194.1696088000317,194.1861546,194.46917580004083,194.485841500049,None,up,194.485841500049,None,194.485841500049,195.55150510004023,0.06283949996577576,None,2.1187556000077166,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,R,N,270,_,_,_RN270__,N,0,15,15,70,,,1.171,196.67366570001468,197.0169114000164,197.03424720000476,197.3161069000489,197.33283440000378,None,up,197.33283440000378,None,197.33283440000378,198.48190360004082,0.06230420002248138,None,2.0686370999901555,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
193,G,N,0,R,N,193GN000RN,HRN,0,16,16,224,,,1.012,199.4720560000278,199.81469640001887,199.8311997000128,200.1141206000466,200.13059670000803,None,up,200.13059670000803,None,200.13059670000803,201.12942000001203,0.06194619997404516,None,1.85132670000894,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_2,N,225,_,_,__2N225__,N,0,17,17,77,,,1.141,202.05705750000197,202.39616990002105,202.4127497000154,202.6951865000301,202.71165950002614,None,up,202.71165950002614,None,202.71165950002614,203.84444410004653,0.06688930001109838,None,2.1517078000470065,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
132,F,N,135,R,N,132FN135RN,HRN,0,18,18,211,,,0.985,204.9648976000026,205.2761812999961,205.29298540001037,205.5759183000191,205.5933935000212,None,up,205.5933935000212,None,205.5933935000212,206.55940940004075,0.08949099999153987,None,2.317808900028467,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_5,N,135,_,_,__5N135__,N,0,19,19,91,,,0.883,208.00882020004792,208.32377770001767,208.34061569999903,208.62418149999576,208.64122670004144,None,up,208.64122670004144,None,208.64122670004144,209.50589640002,0.0867444000323303,None,2.281180099991616,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_2,M,270,_,_,__2M270__,N,0,20,20,30,,,1.305,210.9912512000301,211.33892800001195,211.35437700001057,211.63768370001344,211.65395750000607,None,down,211.65395750000607,None,211.65395750000607,212.93645440001274,0.06195930001558736,None,2.914813899958972,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_2,M,180,_,_,__2M180__,N,0,21,21,28,,,1.208,214.64020990004065,214.98435600002995,215.00248620001366,215.28473100002157,215.30248070001835,None,down,215.30248070001835,None,215.30248070001835,216.48292290000245,0.0618922000285238,None,3.1961281000403687,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
293,_2,N,180,L,N,293_2N180LN,HLN,0,22,22,252,,,1.361,218.56952800002182,218.91450350004015,218.9312800000189,219.21422680001706,219.23078010004247,None,up,219.23078010004247,None,219.23078010004247,220.5642671000096,0.06387749995337799,None,2.416554900002666,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
398,_4,M,225,R,N,398_4M225RN,HRN,0,23,23,165,,,1.349,221.7196501000435,222.06230940000387,222.07933100004448,222.36175880004885,222.3779839000199,None,None,222.3779839000199,None,222.3779839000199,223.71007010003086,0.06482109997887164,None,,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
450,_5,N,45,R,N,450_5N045RN,HRN,0,24,24,273,,,1.226,225.91162590001477,226.25829850003356,226.27711370005272,226.56075740000233,226.5753983000177,225.91162590001477,up,226.5753983000177,None,226.5753983000177,227.77336829999695,0.06313899997621775,None,2.000159299990628,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
229,G,N,180,L,N,229GN180LN,HLN,0,25,25,236,,,0.737,228.64524030004395,228.98934920004103,229.00566130003426,229.28852170001483,229.3049116000184,None,up,229.3049116000184,None,229.3049116000184,230.02134430001024,0.06199499999638647,None,2.6322496000211686,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
269,_2,M,180,R,N,269_2M180RN,HRN,0,26,26,148,,,0.9580000000000001,232.00668560003396,232.35294740000973,232.36965870001586,232.65262790000997,232.6689685000456,None,None,232.6689685000456,None,232.6689685000456,233.60180900001433,0.0628106000367552,None,,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
295,_2,N,270,L,N,295_2N270LN,HLN,0,27,27,254,,,0.989,236.20457270002225,236.549101600016,236.56575770000927,236.84970060002524,236.8653454000014,236.20457270002225,up,236.8653454000014,None,236.8653454000014,237.83215349999955,0.0622649000142701,None,1.8351201000041328,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
430,_4,M,225,L,N,430_4M225LN,HLN,0,28,28,173,,,1.0190000000000001,238.77653260005172,239.11372459999984,239.13035930000478,239.41358960000798,239.4303773000138,None,down,239.4303773000138,None,239.4303773000138,240.42940930003533,0.06873850000556558,None,3.215117599989753,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
226,G,N,45,L,N,226GN045LN,HLN,0,29,29,233,,,1.025,242.71664050000254,243.0613277000375,243.0768536000396,243.35986680001952,243.37636650004424,None,up,243.37636650004424,None,243.37636650004424,244.37560660002055,0.06429280003067106,None,2.0989392999908887,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,G,N,45,_,_,_GN045__,N,0,30,30,57,,,0.882,245.55029580002883,245.89083849999588,245.9086538000265,246.19087810005294,246.2071068000514,None,up,246.2071068000514,None,246.2071068000514,247.07324759999756,0.06669980002334341,None,1.7339489000150934,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
235,G,M,90,L,N,235GM090LN,HLN,0,31,31,138,,,1.178,248.01173130003735,248.3556760000065,248.37220179999713,248.65531120001106,248.67206510005053,None,down,248.67206510005053,None,248.67206510005053,249.8375667000073,0.063392499985639,None,2.2191034000134096,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
304,_2,M,315,L,N,304_2M315LN,HLN,0,32,32,159,,,1.233,250.9820387000218,251.30274840001948,251.31960200000321,251.60283420002088,251.6195321000414,None,down,251.6195321000414,None,251.6195321000414,252.83480540005257,0.08278619998600334,None,2.348532299976796,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
172,F,M,135,L,N,172FM135LN,HLN,0,33,33,123,,,0.778,254.03956430003745,254.38363700004993,254.4003459000378,254.68368539999938,254.7007522000349,None,down,254.7007522000349,None,254.7007522000349,255.46579090005253,0.0646534999832511,None,2.8809591000317596,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
495,_5,M,270,L,N,495_5M270LN,HLN,0,34,34,190,,,0.76,257.66421840002295,257.99721520004096,258.01385780004784,258.2966688000015,258.3132894000155,None,down,258.3132894000155,None,258.3132894000155,259.06345170002896,0.07406600000103936,None,2.449118999997154,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_5,M,90,_,_,__5M090__,N,0,35,35,42,,,1.175,260.8370948000229,261.1775086999987,261.1941500999965,261.47751890000654,261.4939908000524,None,down,261.4939908000524,None,261.4939908000524,262.6593147000531,0.06812989996979013,None,2.9146442000055686,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,G,N,315,_,_,_GN315__,N,0,36,36,63,,,1.243,264.48020109999925,264.8253163000336,264.841307100025,265.1241997000179,265.1408461999963,None,up,265.1408461999963,None,265.1408461999963,266.37318310001865,0.06498239998472854,None,2.21616539999377,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
175,F,M,270,L,N,175FM270LN,HLN,0,37,37,126,,,1.319,267.43006850004895,267.77173239999684,267.7884700000286,268.0716266000527,268.0881440000376,None,down,268.0881440000376,None,268.0881440000376,269.3872440000414,0.06602979998569936,None,2.465849399974104,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_5,N,180,_,_,__5N180__,N,0,38,38,92,,,1.143,270.6476662000059,270.968941500003,270.98636660003103,271.2689362000092,271.2854409000138,None,up,271.2854409000138,None,271.2854409000138,272.41752540000016,0.08458039996912703,None,2.5996555000310764,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
427,_4,M,90,L,N,427_4M090LN,HLN,0,39,39,170,,,1.043,273.96070370002417,274.2997745000175,274.3165224000113,274.59902630001307,274.61556260002544,None,down,274.61556260002544,None,274.61556260002544,275.64764930005185,0.06670460000168532,None,2.531686499947682,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_2,M,90,_,_,__2M090__,N,0,40,40,26,,,1.2590000000000001,277.21853150002426,277.56323730002623,277.58001640002476,277.86372930003563,277.8793482000474,None,None,277.8793482000474,None,277.8793482000474,279.111460300046,0.06333390000509098,None,,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
173,F,M,180,L,N,173FM180LN,HLN,0,41,41,124,,,1.042,281.41839190002065,281.7596797000151,281.7764679000247,282.0608286000206,282.0760536000016,281.41839190002065,up,282.0760536000016,None,282.0760536000016,283.09274650004227,0.06746190000558272,None,2.3333575000287965,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
016,R,M,315,R,N,016RM315RN,HRN,0,42,42,103,,,1.2610000000000001,284.49529130000155,284.8240537000238,284.8417857000022,285.12341290002223,285.1399381000083,None,down,285.1399381000083,None,285.1399381000083,286.38863030000357,0.07694419997278601,None,2.217055300017819,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
428,_4,M,135,L,N,428_4M135LN,HLN,0,43,43,171,,,1.059,287.4307164000347,287.77110960002756,287.7881168000167,288.0710098000127,288.0876749000163,None,down,288.0876749000163,None,288.0876749000163,289.1366577000008,0.06638899998506531,None,3.0177120000007562,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,R,M,225,_,_,_RM225__,N,0,44,44,21,,,1.06,291.17821990000084,291.517776600027,291.53443759999936,291.817621299997,291.834258900024,None,None,291.834258900024,None,291.834258900024,292.88326830003643,0.06519429996842518,None,,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
458,_5,M,45,R,N,458_5M045RN,HRN,0,45,45,177,,,1.047,295.3796076000435,295.7140788999968,295.7311593000195,296.01439900003606,296.03165400004946,295.3796076000435,down,296.03165400004946,None,296.03165400004946,297.06276480003726,0.07288759999210015,None,2.9996925000450574,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
134,F,N,225,R,N,134FN225RN,HRN,0,46,46,213,,,1.217,299.1001594000263,299.44440320000285,299.46109730005264,299.74351900001056,299.7613695000182,None,up,299.7613695000182,None,299.7613695000182,300.95938480005134,0.06216470000799745,None,2.0510782999917865,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
390,_4,N,225,R,N,390_4N225RN,HRN,0,47,47,261,,,1.282,301.91058200004045,302.2255367000471,302.24227530002827,302.5245378999971,302.54156870004954,None,up,302.54156870004954,None,302.54156870004954,303.808288900007,0.08605559996794909,None,2.2158183999708854,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
234,G,M,45,L,N,234GM045LN,HLN,0,48,48,137,,,1.109,304.84954820002895,305.17271620000247,305.1904852000298,305.4723043999984,305.48904690000927,None,down,305.48904690000927,None,305.48904690000927,306.58757510001305,0.08224349998636171,None,2.033636200008914,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
225,G,N,0,L,N,225GN000LN,HLN,0,49,49,232,,,0.842,307.6148391000461,307.93670020002173,307.95335750002414,308.2374947000062,308.2532605000306,None,up,308.2532605000306,None,308.2532605000306,309.0857997999992,0.08046570001170039,None,1.7334476999822073,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,G,M,180,_,_,_GM180__,N,0,50,50,12,,,1.236,310.05690490000416,310.4013756000204,310.41866280004615,310.7032691000495,310.7186765000224,None,up,310.7186765000224,None,310.7186765000224,311.9334121000138,0.06362390000140294,None,2.898702799982857,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
200,G,N,315,R,N,200GN315RN,HRN,0,51,51,231,,,1.268,313.69466040004045,314.0328720000107,314.04821770003764,314.33135270001367,314.3481429000385,None,up,314.3481429000385,None,314.3481429000385,315.59760700003244,0.06813979998696595,None,2.200876499991864,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_2,M,0,_,_,__2M000__,N,0,52,52,24,,,0.712,316.61748280003667,316.9626288000145,316.9791589000379,317.26216800004477,317.27866160002304,None,down,317.27866160002304,None,317.27866160002304,317.9778465999989,0.06176079995930195,None,1.849262599949725,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
144,F,M,315,R,N,144FM315RN,HRN,0,53,53,119,,,1.18,319.19677830004366,319.54348430002574,319.56011730001774,319.8433384000091,319.85991850000573,None,down,319.85991850000573,None,319.85991850000573,321.0256747000385,0.061697900004219264,None,2.1994485000032,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_5,M,45,_,_,__5M045__,N,0,54,54,41,,,1.066,322.1312029000255,322.47403820004547,322.4909599000239,322.7735873000347,322.79048960004,None,down,322.79048960004,None,322.79048960004,323.83962860004976,0.06229450000682846,None,2.098747399984859,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
258,_2,N,45,R,N,258_2N045RN,HRN,0,55,55,241,,,1.374,324.9585080000106,325.3052678000531,325.3217996000312,325.60486449999735,325.6215763000073,None,up,325.6215763000073,None,325.6215763000073,326.9697051999974,0.06266919994959608,None,2.3003873999696225,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,R,M,0,_,_,_RM000__,N,0,56,56,16,,,1.051,328.0162146000075,328.33564200002,328.3527338000131,328.6353904000134,328.6521474000183,None,down,328.6521474000183,None,328.6521474000183,329.6849722000188,0.08483519998844713,None,2.0659739000257105,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,G,M,0,_,_,_GM000__,N,0,57,57,8,,,0.853,330.78532820002874,331.1337023000233,331.1503857000498,331.43376130005345,331.4509282000363,None,down,331.4509282000363,None,331.4509282000363,332.2827729000128,0.06020760000683367,None,2.0481273000477813,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
462,_5,M,225,R,N,462_5M225RN,HRN,0,58,58,181,,,0.88,333.5960376000148,333.91467940004077,333.9305793000385,334.2138867000467,334.23082820000127,None,down,334.23082820000127,None,334.23082820000127,335.0967403000104,0.08417849999386817,None,2.7827602000324987,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
424,_4,N,315,L,N,424_4N315LN,HLN,0,59,59,271,,,1.245,337.0866989000351,337.42785580002237,337.44429250003304,337.72766319999937,337.7442744,None,up,337.7442744,None,337.7442744,338.9765265000169,0.065790000022389,None,2.0988673000247218,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_4,M,225,_,_,__4M225__,N,0,60,60,37,,,1.186,339.9229521000525,340.2588591000531,340.2757624000078,340.55882310000015,340.5754254000494,None,up,340.5754254000494,None,340.5754254000494,341.74206370004686,0.07154720003018156,None,2.6814064000500366,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
130,F,N,45,R,N,130FN045RN,HRN,0,61,61,209,,,1.012,343.3258938000072,343.67252429999644,343.68892909999704,343.97218110004906,343.98887360002846,None,up,343.98887360002846,None,343.98887360002846,344.9881452000118,0.06234109995421022,None,1.9317463000188582,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
298,_2,M,45,L,N,298_2M045LN,HLN,0,62,62,153,,,1.08,345.99029090005206,346.3370063000475,346.3536798999994,346.6375997000141,346.6531037000241,None,down,346.6531037000241,None,346.6531037000241,347.7189161000424,0.06288159999530762,None,1.9515718999900855,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,R,M,45,_,_,_RM045__,N,0,63,63,17,,,1.185,348.67448410001816,349.0179678000277,349.034603600041,349.3174292000476,349.33411830000114,None,down,349.33411830000114,None,349.33411830000114,350.49985270004254,0.062019400007557124,None,2.1327392000239342,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
292,_2,N,135,L,N,292_2N135LN,HLN,0,64,64,251,,,0.8230000000000001,351.54069080000045,351.8830102000502,351.898881000001,352.18178130005253,352.1984439000371,None,up,352.1984439000371,None,352.1984439000371,352.9973103000084,0.06667919998290017,None,2.2661674999981187,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_5,M,135,_,_,__5M135__,N,0,65,65,43,,,1.158,354.53310050000437,354.87947189999977,354.89617510000244,355.17865970003186,355.19585260003805,None,down,355.19585260003805,None,355.19585260003805,356.32783330004895,0.06170109997037798,None,2.8987500999937765,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_2,M,225,_,_,__2M225__,N,0,66,66,29,,,1.119,358.16193440003553,358.5097020000103,358.52652710000984,358.8091017000261,358.8256581000169,None,down,358.8256581000169,None,358.8256581000169,359.9253789000213,0.06028249999508262,None,2.631601800036151,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
231,G,N,270,L,N,231GN270LN,HLN,0,67,67,238,,,1.0,361.5279044000199,361.8730495000491,361.8907094000024,362.1727053000359,362.1892418000498,None,up,362.1892418000498,None,362.1892418000498,363.1727074000519,0.06312260002596304,None,2.0654976000078022,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,F,M,135,_,_,_FM135__,N,0,68,68,3,,,1.397,364.324234300002,364.67061180004384,364.68817280000076,364.9705324000097,364.98686590004945,None,up,364.98686590004945,None,364.98686590004945,366.36958370002685,0.06275350000942126,None,2.4001050000078976,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_4,N,90,_,_,__4N090__,N,0,69,69,82,,,1.295,367.45815060002496,367.8017888000468,367.8180225000251,368.1012718999991,368.1179565000348,None,up,368.1179565000348,None,368.1179565000348,369.40025880001485,0.06407730001956224,None,2.0672076999908313,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
394,_4,M,45,R,N,394_4M045RN,HRN,0,70,70,161,,,0.771,370.2534321999992,370.59876190003706,370.6156387000228,370.8989941000473,370.91495270002633,None,down,370.91495270002633,None,370.91495270002633,371.66464170004474,0.06103350000921637,None,1.9164459999883547,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
171,F,M,90,L,N,171FM090LN,HLN,0,71,71,122,,,0.9550000000000001,372.90313640004024,373.2465954000363,373.2631642000051,373.5462636000011,373.56367480003973,None,down,373.56367480003973,None,373.56367480003973,374.4953749999986,0.06424269999843091,None,3.1141491000307724,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
395,_4,M,90,R,N,395_4M090RN,HRN,0,72,72,162,,,1.221,376.7538328000228,377.0931674000458,377.11047450004844,377.3933292000438,377.4103180000093,None,down,377.4103180000093,None,377.4103180000093,378.6089474000037,0.06973839999409392,None,2.6331353000132367,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_5,M,225,_,_,__5M225__,N,0,73,73,45,,,1.117,380.12306440004613,380.456978400005,380.47359609999694,380.75703780003823,380.77373519999674,None,down,380.77373519999674,None,380.77373519999674,381.87189470004523,0.07068310002796352,None,3.065618099994026,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,_4,M,180,_,_,__4M180__,N,0,74,74,36,,,1.294,383.9117733000312,384.2539852000191,384.2703059000196,384.5535677000298,384.5697099000099,None,up,384.5697099000099,None,384.5697099000099,385.8523760000244,0.06576670001959428,None,3.333034899958875,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
489,_5,M,0,L,N,489_5M000LN,HLN,0,75,75,184,,,1.157,387.97165770002175,388.3167964000022,388.33360210002866,388.61645210004644,388.63315550005063,None,down,388.63315550005063,None,388.63315550005063,389.765671000001,0.062108099984470755,None,2.5828459999756888,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
196,G,N,135,R,N,196GN135RN,HRN,0,76,76,227,,,1.087,391.28761710005347,391.63070660002995,391.6472681000014,391.93032000004314,391.9467414999963,None,up,391.9467414999963,None,391.9467414999963,393.012807000021,0.06284400000004098,None,2.132100499991793,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
_,R,M,135,_,_,_RM135__,N,0,77,77,19,,,0.967,394.1495415000245,394.49479820003035,394.5117557000485,394.794294500025,394.8120112000033,None,up,394.8120112000033,None,394.8120112000033,395.7604153000284,0.06327340001007542,None,1.8816446000128053,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
011,R,M,90,R,N,011RM090RN,HRN,0,78,78,98,,,0.8,396.76681810000446,397.1095308000222,397.125216800021,397.4085651000496,397.42558219999773,None,down,397.42558219999773,None,397.42558219999773,398.208531900018,0.06518830003915355,None,2.015434800006915,,,,,,,,,23,001,2019_Dec_25_1215,untitled,3.1.0,59.512084238260485,
