Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate
450,_5,N,45,R,N,450_5N045RN,HRN,0,34,34,273,,,1.363,904.4859523,904.7768212,904.7768212,905.060094,905.0771536,None,up,2.1152971,905.0771536,None,905.0771536,906.4261701,0.1310291,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_2,M,180,_,_,__2M180__,N,0,35,35,28,,,1.272,907.3147011,907.6079986,907.6079986,907.9080227,907.924872,None,down,2.54904,907.924872,None,907.924872,909.1731998,0.1109516,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,G,N,315,_,_,_GN315__,N,0,36,36,63,,,0.752,910.5844259,910.8739795,910.9046588,911.1885277,911.2051059,None,up,1.8663894,911.2051059,None,911.2051059,911.9379207,0.1026577,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
162,F,N,45,L,N,162FN045LN,HLN,0,37,37,217,,,1.091,913.1942647,913.4858407,913.4858407,913.7863363,913.8033464,None,up,2.0174121,913.8033464,None,913.8033464,914.884925,0.1114924,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
464,_5,M,315,R,N,464_5M315RN,HRN,0,38,38,183,,,1.161,915.9512938,916.2502822,916.2502822,916.5331431,916.5498415,None,down,1.9522406,916.5498415,None,916.5498415,917.6992652,0.1192224,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
208,G,M,315,R,N,208GM315RN,HRN,0,39,39,135,,,1.313,918.6239319,918.9148415,918.9314141,919.2158712,919.2314832,None,down,2.3502561,919.2314832,None,919.2314832,920.5302829,0.1113559,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
489,_5,M,0,L,N,489_5M000LN,HLN,0,40,40,184,,,0.98,921.6940461,921.9953998,922.0121918,922.2952215,922.312138,None,down,2.0506567,922.312138,None,922.312138,923.2782689,0.1015049,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,R,N,0,_,_,_RN000__,N,0,41,41,64,,,0.909,924.4766352,924.776178,924.7927707,925.0762676,925.0929609,None,up,1.8161375,925.0929609,None,925.0929609,925.9922682,0.1031351,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
205,G,M,180,R,N,205GM180RN,HRN,0,42,42,132,,,1.113,926.9786002,927.3239454,927.3402922,927.623298,927.640031,None,down,2.1161297,927.640031,None,927.640031,928.7390895,0.0627566,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
262,_2,N,225,R,N,262_2N225RN,HRN,0,43,43,245,,,0.734,929.8290535,930.1712762,930.1878085,930.4709101,930.4880887,None,up,2.2658417,930.4880887,None,930.4880887,931.2033354,0.0661609,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
207,G,M,270,R,N,207GM270RN,HRN,0,44,44,134,,,1.218,932.8270482,933.1686235,933.1852065,933.4690205,933.4856188,None,down,2.2677192,933.4856188,None,933.4856188,934.6839886,0.0660563,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,G,M,135,_,_,_GM135__,N,0,45,45,11,,,0.743,935.8739262,936.1657816,936.1824809,936.4664885,936.4829827,None,up,2.3159998,936.4829827,None,936.4829827,937.2158364,0.1096176,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
135,F,N,270,R,N,135FN270RN,HRN,0,46,46,214,,,1.274,938.8884545,939.2135601,939.2304794,939.5140479,939.530519,None,up,2.149467,939.530519,None,939.530519,940.7962298,0.0807515,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,R,M,90,_,_,_RM090__,N,0,47,47,18,,,1.014,941.7878246,942.0943453,942.1109561,942.3944766,942.4105908,None,down,2.5500254,942.4105908,None,942.4105908,943.4102424,0.09679,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
167,F,N,270,L,N,167FN270LN,HLN,0,48,48,222,,,1.208,945.0844782,945.3747654,945.3747654,945.6747475,945.6911826,None,up,2.5483137,945.6911826,None,945.6911826,946.8903541,0.1119653,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_2,N,225,_,_,__2N225__,N,0,49,49,77,,,0.789,948.3193866,948.6555366,948.671807,948.9554299,948.9723681,None,up,1.916325,948.9723681,None,948.9723681,949.7382742,0.0714228,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
419,_4,N,90,L,N,419_4N090LN,HLN,0,50,50,266,,,1.049,951.0050308,951.3026291,951.3195769,951.6031607,951.6205157,None,up,2.9190455,951.6205157,None,951.6205157,952.6515396,0.1055791,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
488,_5,N,315,L,N,488_5N315LN,HLN,0,51,51,287,,,0.794,954.6563155,954.9497532,954.9662927,955.2498724,955.2667085,None,up,1.6665064,955.2667085,None,955.2667085,956.0519202,0.1065262,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
492,_5,M,135,L,N,492_5M135LN,HLN,0,52,52,187,,,1.08,957.0543639,957.3479274,957.3639352,957.6480626,957.6646482,None,down,2.0014337,957.6646482,None,957.6646482,958.7304498,0.1091628,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
455,_5,N,270,R,N,455_5N270RN,HRN,0,53,53,278,,,1.357,959.7845391,960.0787306,960.0964113,960.3789219,960.3956336,None,down,2.3312365,960.3956336,None,960.3956336,961.7441625,0.1076668,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
48,R,M,315,L,N,048RM315LN,HLN,0,54,54,111,,,1.299,962.8183534,963.1426151,963.1603074,963.4428893,963.4597473,None,down,2.1674871,963.4597473,None,963.4597473,964.7426497,0.0833898,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
289,_2,N,0,L,N,289_2N000LN,HLN,0,55,55,248,,,0.99,965.7528056,966.0567868,966.0567868,966.3404933,966.3567664,None,up,2.0529595,966.3567664,None,966.3567664,967.3398668,0.1145183,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
35,R,N,90,L,N,035RN090LN,HLN,0,56,56,202,,,0.915,968.5221881,968.8208304,968.838193,969.1214196,969.1380296,None,up,1.9494508,969.1380296,None,969.1380296,970.0370435,0.1014129,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,G,N,270,_,_,_GN270__,N,0,57,57,62,,,0.966,971.2149143,971.504358,971.504358,971.8026618,971.8190719,None,up,2.5659853,971.8190719,None,971.8190719,972.7677803,0.115775,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
9,R,M,0,R,N,009RM000RN,HRN,0,58,58,96,,,1.383,974.4954996,974.7848959,974.8158781,975.0997782,975.1161356,None,down,2.5660281,975.1161356,None,975.1161356,976.4818999,0.0993115,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_2,N,180,_,_,__2N180__,N,0,59,59,76,,,1.385,977.8105342,978.1132602,978.1132602,978.3965482,978.4162278,None,None,,978.4162278,None,978.4162278,979.7787726,0.1168901,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
129,F,N,0,R,N,129FN000RN,HRN,0,60,60,208,,,1.222,981.9891828,982.278084,982.3093844,982.5930114,982.609053,981.9891828,up,2.3497254,982.609053,None,982.609053,983.8099266,0.1021225,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
457,_5,M,0,R,N,457_5M000RN,HRN,0,61,61,176,,,0.994,985.0635572,985.3731357,985.3901484,985.6739627,985.6902911,None,down,2.8820163,985.6902911,None,985.6902911,986.6732,0.0954546,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
391,_4,N,270,R,N,391_4N270RN,HRN,0,62,62,262,,,1.234,988.7016859,989.003497,989.003497,989.2863864,989.3050344,None,up,2.4325871,989.3050344,None,989.3050344,990.5195843,0.118238,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
428,_4,M,135,L,N,428_4M135LN,HLN,0,63,63,171,,,0.787,991.8558339,992.1512471,992.1671971,992.4508472,992.4676917,None,down,2.4494443,992.4676917,None,992.4676917,993.2502845,0.1077492,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_4,N,225,_,_,__4N225__,N,0,64,64,85,,,1.309,995.0340979,995.3311752,995.3480994,995.6311265,995.6474494,None,up,2.79984,995.6474494,None,995.6474494,996.9469976,0.1068274,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
432,_4,M,315,L,N,432_4M315LN,HLN,0,65,65,175,,,0.881,998.5743073,998.8630079,998.8630079,999.1638109,999.1787793,None,down,2.4333275,999.1787793,None,999.1787793,1000.045171,0.1155599,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
141,F,M,180,R,N,141FM180RN,HRN,0,66,66,116,,,1.001,1001.727014,1002.025638,1002.041539,1002.3252,1002.341793,None,up,2.5492499,1002.341793,None,1002.341793,1003.324923,0.104235,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,R,M,315,_,_,_RM315__,N,0,67,67,23,,,1.133,1004.976777,1005.30604,1005.323248,1005.606161,1005.62294,None,down,2.2836234,1005.62294,None,1005.62294,1006.738688,0.0784909,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
233,G,M,0,L,N,233GM000LN,HLN,0,68,68,136,,,1.377,1008.025247,1008.320147,1008.336767,1008.620669,1008.637375,None,down,2.7486487,1008.637375,None,1008.637375,1010.001527,0.1077888,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
163,F,N,90,L,N,163FN090LN,HLN,0,69,69,218,,,0.814,1011.506823,1011.800423,1011.816722,1012.100468,1012.11755,None,up,2.1834848,1012.11755,None,1012.11755,1012.916542,0.1092931,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
37,R,N,180,L,N,037RN180LN,HLN,0,70,70,204,,,0.746,1014.417262,1014.714644,1014.730899,1015.014802,1015.031218,None,down,1.5680632,1015.031218,None,1015.031218,1015.763928,0.1055445,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
260,_2,N,135,R,N,260_2N135RN,HRN,0,71,71,243,,,0.879,1016.707173,1017.012415,1017.029278,1017.312691,1017.329437,None,up,2.4659594,1017.329437,None,1017.329437,1018.195471,0.0972099,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_5,N,90,_,_,__5N090__,N,0,72,72,90,,,0.853,1019.907529,1020.20957,1020.226078,1020.509796,1020.526632,None,up,1.5860005,1020.526632,None,1020.526632,1021.358206,0.1013828,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_2,N,270,_,_,__2N270__,N,0,73,73,78,,,0.95,1022.221308,1022.52488,1022.541905,1022.823505,1022.839929,None,up,1.8005726,1022.839929,None,1022.839929,1023.773047,0.0968666,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_5,N,270,_,_,__5N270__,N,0,74,74,94,,,0.893,1024.74142,1025.055683,1025.071862,1025.355826,1025.374226,None,up,1.7813195,1025.374226,None,1025.374226,1026.25518,0.0913107,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_5,M,135,_,_,__5M135__,N,0,75,75,43,,,1.034,1027.280144,1027.569843,1027.569843,1027.87024,1027.88685,None,down,1.9666052,1027.88685,None,1027.88685,1028.90247,0.1134487,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
166,F,N,225,L,N,166FN225LN,HLN,0,76,76,221,,,0.962,1029.964724,1030.267568,1030.284346,1030.567524,1030.586269,None,up,2.897417,1030.586269,None,1030.586269,1031.533517,0.1004163,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
400,_4,M,315,R,N,400_4M315RN,HRN,0,77,77,167,,,1.246,1033.609194,1033.8985,1033.8985,1034.1982,1034.214458,None,down,2.1500522,1034.214458,None,1034.214458,1035.447659,0.1126691,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
34,R,N,45,L,N,034RN045LN,HLN,0,78,78,201,,,0.854,1036.49072,1036.780717,1036.780717,1037.078839,1037.095411,None,up,1.9165836,1037.095411,None,1037.095411,1037.94447,0.1152032,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_4,N,180,_,_,__4N180__,N,0,79,79,84,,,1.046,1039.133653,1039.426142,1039.44268,1039.72623,1039.743181,None,up,2.5324963,1039.743181,None,1039.743181,1040.775615,0.1108149,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
496,_5,M,315,L,N,496_5M315LN,HLN,0,80,80,191,,,0.864,1042.423172,1042.723259,1042.723259,1042.990365,1043.007018,None,down,1.6174938,1043.007018,None,1043.007018,1043.856163,0.1359305,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
7,R,N,270,R,N,007RN270RN,HRN,0,81,81,198,,,0.76,1044.746341,1045.038292,1045.054916,1045.337245,1045.354261,None,up,1.6879684,1045.354261,None,1045.354261,1046.104502,0.1083189,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_2,N,0,_,_,__2N000__,N,0,82,82,72,,,1.23,1047.152492,1047.452664,1047.469802,1047.752451,1047.769179,None,up,2.0671963,1047.769179,None,1047.769179,1048.984987,0.0990676,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_5,M,90,_,_,__5M090__,N,0,83,83,42,,,0.88,1049.960886,1050.250416,1050.250416,1050.552191,1050.567067,None,down,2.5169822,1050.567067,None,1050.567067,1051.432917,0.1127486,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_2,M,270,_,_,__2M270__,N,0,84,84,30,,,1.201,1053.203878,1053.497377,1053.513677,1053.797838,1053.81424,None,down,2.3821237,1053.81424,None,1053.81424,1054.996448,0.1086794,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_5,N,135,_,_,__5N135__,N,0,85,85,91,,,0.857,1056.32209,1056.611548,1056.611548,1056.911416,1056.928154,None,up,2.5156773,1056.928154,None,1056.928154,1057.777728,0.114161,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
201,G,M,0,R,N,201GM000RN,HRN,0,86,86,128,,,1.075,1059.563054,1059.858743,1059.875114,1060.15998,1060.175499,None,down,2.1494413,1060.175499,None,1060.175499,1061.24018,0.1084181,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
265,_2,M,0,R,N,265_2M000RN,HRN,0,87,87,144,,,0.751,1062.443653,1062.739314,1062.755881,1063.043073,1063.057724,None,down,2.0648348,1063.057724,None,1063.057724,1063.789165,0.1068105,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
134,F,N,225,R,N,134FN225RN,HRN,0,88,88,213,,,0.967,1065.241662,1065.537228,1065.553343,1065.837183,1065.855709,None,up,2.9814494,1065.855709,None,1065.855709,1066.802959,0.1074258,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_5,N,225,_,_,__5N225__,N,0,89,89,93,,,1.266,1068.954213,1069.25049,1069.266619,1069.550621,1069.567203,None,up,2.8009769,1069.567203,None,1069.567203,1070.815989,0.1061192,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,R,N,45,_,_,_RN045__,N,0,90,90,65,,,0.743,1072.491496,1072.781457,1072.781457,1073.080777,1073.097526,None,up,1.6839287,1073.097526,None,1073.097526,1073.830376,0.1123771,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,F,M,270,_,_,_FM270__,N,0,91,91,6,,,1.331,1074.895464,1075.195016,1075.2116,1075.495387,1075.511974,None,down,3.3999822,1075.511974,None,1075.511974,1076.827629,0.1028346,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
204,G,M,135,R,N,204GM135RN,HRN,0,92,92,131,,,1.348,1079.035863,1079.324727,1079.324727,1079.624794,1079.64187,None,down,2.4491248,1079.64187,None,1079.64187,1080.973796,0.1118886,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
