Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate
492,_5,M,135,L,N,492_5M135LN,HLN,0,10,10,187,,,0.783,457.792672,458.0851879,458.0851879,458.3013465,458.3180778,None,down,2.2836297,458.3180778,None,458.3180778,459.0839635,0.1928015,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
176,F,M,315,L,N,176FM315LN,HLN,0,11,11,127,,,1.372,461.8363051,462.1317852,462.1317852,462.31467,462.3314821,None,None,,462.3314821,None,462.3314821,463.6965679,0.2195088,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_4,M,45,_,_,__4M045__,N,0,12,12,33,,,1.138,466.0512191,466.3445951,466.3445951,466.5280999,466.5448728,466.0512191,down,0.1715372,466.5448728,None,466.5448728,None,0.2268305,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
135,F,N,270,R,N,135FN270RN,HRN,0,13,13,214,,,1.308,466.9505773,467.2435172,467.2435172,467.4435373,467.460142,None,up,2.3990353,467.460142,None,467.460142,468.7440611,0.2141428,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
458,_5,M,45,R,N,458_5M045RN,HRN,0,14,14,177,,,1.204,470.0708659,470.3591967,470.3591967,470.5739987,470.590944,None,down,2.6662202,470.590944,None,470.590944,471.7738174,0.1992204,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
299,_2,M,90,L,N,299_2M090LN,HLN,0,15,15,154,,,1.232,473.4590934,473.7545579,473.7545579,473.9709387,473.9878968,None,up,2.9151789,473.9878968,None,473.9878968,475.2033851,0.1900614,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
302,_2,M,225,L,N,302_2M225LN,HLN,0,16,16,157,,,1.032,477.1165552,477.418174,477.418174,477.6186871,477.6351686,None,None,,477.6351686,None,477.6351686,478.6500355,0.2002537,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
35,R,N,90,L,N,035RN090LN,HLN,0,17,17,202,,,0.747,481.3272962,481.6295201,481.6295201,481.814345,481.8310227,481.3272962,up,2.3501545,481.8310227,None,481.8310227,482.5634729,0.2160807,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
226,G,N,45,L,N,226GN045LN,HLN,0,18,18,233,,,0.755,484.3752844,484.6634706,484.6634706,484.8946857,484.9115806,None,up,1.9008082,484.9115806,None,484.9115806,485.6608455,0.1817064,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
41,R,M,0,L,N,041RM000LN,HLN,0,19,19,104,,,1.303,487.0397544,487.3275385,487.3275385,487.5262233,487.5426298,None,down,2.8153973,487.5426298,None,487.5426298,488.8253465,0.2143325,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,G,N,45,_,_,_GN045__,N,0,20,20,57,,,1.231,490.5634045,490.8563709,490.8563709,491.0728909,491.0895567,None,up,2.3830235,491.0895567,None,491.0895567,492.305483,0.1919407,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,G,N,90,_,_,_GN090__,N,0,21,21,58,,,0.882,493.705178,494.0036601,494.0036601,494.187041,494.2033298,None,up,2.3683317,494.2033298,None,494.2033298,495.0692247,0.2179548,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,R,N,90,_,_,_RN090__,N,0,22,22,66,,,0.722,496.8485626,497.1508828,497.1508828,497.3005439,497.3005439,None,up,1.9661595,497.3005439,None,497.3005439,498.0173697,0.2601667,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
139,F,M,90,R,N,139FM090RN,HRN,0,23,23,114,,,1.176,499.4834694,499.7818786,499.7818786,499.9819771,499.9982624,None,None,,499.9982624,None,499.9982624,501.1638964,0.2041465,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_5,M,45,_,_,__5M045__,N,0,24,24,41,,,0.893,503.6533751,503.9450907,503.9450907,504.1780686,504.1945786,503.6533751,down,1.884698,504.1945786,None,504.1945786,505.0772941,0.1787122,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
301,_2,M,180,L,N,301_2M180LN,HLN,0,25,25,156,,,0.941,506.2843421,506.5762802,506.5762802,506.792293,506.8090391,None,down,2.6160761,506.8090391,None,506.8090391,507.7420443,0.1930232,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
389,_4,N,180,R,N,389_4N180RN,HRN,0,26,26,260,,,1.38,509.6495489,509.9395857,509.9395857,510.1392772,510.1560096,None,None,,510.1560096,None,510.1560096,511.5268713,0.2102925,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_2,N,270,_,_,__2N270__,N,0,27,27,78,,,1.371,513.7960009,514.0867483,514.0867483,514.335654,514.3535456,513.7960009,up,2.3164014,514.3535456,None,514.3535456,515.7029318,0.1654939,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
170,F,M,45,L,N,170FM045LN,HLN,0,28,28,121,,,1.041,516.8908347,517.1831624,517.1831624,517.3996823,517.3996823,None,down,3.0822527,517.3996823,None,517.3996823,518.432073,0.2023398,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
268,_2,M,135,R,N,268_2M135RN,HRN,0,29,29,147,,,0.954,520.6725573,520.9657675,520.9657675,521.1968957,521.2148758,None,down,1.7655591,521.2148758,None,521.2148758,522.1454727,0.1790498,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
294,_2,N,225,L,N,294_2N225LN,HLN,0,30,30,253,,,1.288,523.2372952,523.5282267,523.5282267,523.6951044,523.7121371,None,up,2.9319702,523.7121371,None,523.7121371,524.9940829,0.2405717,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_2,M,270,_,_,__2M270__,N,0,31,31,30,,,1.01,526.8954295,527.1917048,527.1917048,527.358645,527.3768333,None,down,2.314239,527.3768333,None,527.3768333,528.3733564,0.2333978,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
10,R,M,45,R,N,010RM045RN,HRN,0,32,32,97,,,0.798,529.8911251,530.1887236,530.1887236,530.40512,530.4217009,None,down,2.4335932,530.4217009,None,530.4217009,531.2043623,0.1843394,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,R,M,315,_,_,_RM315__,N,0,33,33,23,,,1.387,533.0689613,533.3693368,533.3693368,533.5689913,533.5858046,None,down,2.5989675,533.5858046,None,533.5858046,534.968138,0.2008468,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
423,_4,N,270,L,N,423_4N270LN,HLN,0,34,34,270,,,1.164,536.3951091,536.6980009,536.6980009,536.8995359,536.9162792,None,up,1.9697749,536.9162792,None,536.9162792,538.0651919,0.1973678,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
133,F,N,180,R,N,133FN180RN,HRN,0,35,35,212,,,0.861,539.1183895,539.4143224,539.4143224,539.5974685,539.6140512,None,down,2.9152616,539.6140512,None,539.6140512,540.4634327,0.2183764,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,F,N,135,_,_,_FN135__,N,0,36,36,51,,,0.97,542.766407,543.0609301,543.0609301,543.2437822,543.2610228,None,up,2.2652919,543.2610228,None,543.2610228,544.2097461,0.2198351,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
417,_4,N,0,L,N,417_4N000LN,HLN,0,37,37,264,,,0.87,545.7159717,546.0080026,546.0080026,546.2413514,546.258114,None,down,2.582832,546.258114,None,546.258114,547.1071182,0.1760977,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,G,M,225,_,_,_GM225__,N,0,38,38,13,,,1.266,549.0464366,549.3388361,549.3388361,549.5549868,549.5716301,None,down,3.0990619,549.5716301,None,549.5716301,550.8228097,0.1919504,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_5,M,135,_,_,__5M135__,N,0,39,39,43,,,1.363,552.9110119,553.2019458,553.2019458,553.3853613,553.4017309,None,down,2.2996459,553.4017309,None,553.4017309,554.7506844,0.2242664,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
452,_5,N,135,R,N,452_5N135RN,HRN,0,40,40,275,,,1.191,555.9648938,556.2660025,556.2660025,556.4160154,556.4326533,None,up,3.1827176,556.4326533,None,556.4326533,557.6146497,0.2486687,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
289,_2,N,0,L,N,289_2N000LN,HLN,0,41,41,248,,,0.861,559.8011981,560.0956989,560.0956989,560.3289193,560.3456991,None,up,1.766156,560.3456991,None,560.3456991,561.1948344,0.1739257,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
453,_5,N,180,R,N,453_5N180RN,HRN,0,42,42,276,,,0.995,562.330839,562.6268267,562.6268267,562.8267328,562.8436198,None,up,3.348539,562.8436198,None,562.8436198,563.8256537,0.2058649,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
172,F,M,135,L,N,172FM135LN,HLN,0,43,43,123,,,1.154,566.39439,566.6902639,566.6902639,566.9066294,566.9232685,None,down,3.0819479,566.9232685,None,566.9232685,568.0723722,0.1874706,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
134,F,N,225,R,N,134FN225RN,HRN,0,44,44,213,,,1.378,570.236553,570.5368748,570.5368748,570.7200042,570.7368029,None,up,2.7985017,570.7368029,None,570.7368029,572.1027105,0.2161759,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_4,M,180,_,_,__4M180__,N,0,45,45,36,,,1.04,573.8128954,574.1009494,574.1009494,574.2508353,574.2671583,None,up,3.0158592,574.2671583,None,574.2671583,575.2994306,0.2628556,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,R,N,45,_,_,_RN045__,N,0,46,46,65,,,1.251,577.4952789,577.7954504,577.7954504,577.9968754,578.0136126,None,down,2.2338111,578.0136126,None,578.0136126,579.2458976,0.1984468,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
425,_4,M,0,L,N,425_4M000LN,HLN,0,47,47,168,,,0.772,580.4669699,580.7613351,580.7613351,580.9609498,580.9776408,None,up,2.3685592,580.9776408,None,580.9776408,581.7436573,0.2059633,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
196,G,N,135,R,N,196GN135RN,HRN,0,48,48,227,,,0.919,583.558941,583.8582913,583.8582913,584.0587891,584.0752463,None,up,2.433919,584.0752463,None,584.0752463,584.9920523,0.1973993,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
397,_4,M,180,R,N,397_4M180RN,HRN,0,49,49,164,,,1.32,586.8198247,587.1206041,587.1206041,587.2231393,587.2407898,None,up,2.6635082,587.2407898,None,587.2407898,588.5550958,0.2927537,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
47,R,M,270,L,N,047RM270LN,HLN,0,50,50,110,,,1.281,590.0767011,590.369094,590.369094,590.6191848,590.6358531,None,down,3.2655046,590.6358531,None,590.6358531,591.9018138,0.1583889,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
422,_4,N,225,L,N,422_4N225LN,HLN,0,51,51,269,,,1.262,594.1048069,594.3994675,594.3994675,594.6159891,594.6330015,None,up,2.5646077,594.6330015,None,594.6330015,595.8813901,0.1904115,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
269,_2,M,180,R,N,269_2M180RN,HRN,0,52,52,148,,,1.316,597.4549698,597.7463669,597.7463669,597.912823,597.9295611,None,down,3.0329209,597.9295611,None,597.9295611,599.228457,0.2444322,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
456,_5,N,315,R,N,456_5N315RN,HRN,0,53,53,279,,,0.851,601.1717957,601.461787,601.461787,601.6765257,601.6936378,None,up,2.3165575,601.6936378,None,601.6936378,602.5256253,0.1955788,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
198,G,N,225,R,N,198GN225RN,HRN,0,54,54,229,,,0.882,604.2113133,604.5072568,604.5072568,604.7243815,604.7435321,None,up,2.1460991,604.7435321,None,604.7435321,605.6064182,0.1876348,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_5,N,45,_,_,__5N045__,N,0,55,55,89,,,0.948,607.0917028,607.3879207,607.3879207,607.6044986,607.6210482,None,up,2.7820382,607.6210482,None,607.6210482,608.5538075,0.1884561,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
290,_2,N,45,L,N,290_2N045LN,HLN,0,56,56,249,,,1.213,610.5871487,610.8845708,610.8845708,611.1178088,611.1347256,None,up,2.2839228,611.1347256,None,611.1347256,612.333854,0.172293,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
449,_5,N,0,R,N,449_5N000RN,HRN,0,57,57,272,,,1.16,613.6259005,613.9152384,613.9152384,614.1319777,614.150155,None,up,1.8176481,614.150155,None,614.150155,615.2976727,0.1951761,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
40,R,N,315,L,N,040RN315LN,HLN,0,58,58,207,,,1.237,616.1793841,616.4804836,616.4804836,616.6805433,616.6979062,None,up,2.6644053,616.6979062,None,616.6979062,617.9294774,0.1992739,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
163,F,N,90,L,N,163FN090LN,HLN,0,59,59,218,,,0.914,619.6125203,619.9102409,619.9102409,620.0768454,620.0939257,None,up,1.6665343,620.0939257,None,620.0939257,620.993824,0.234934,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
392,_4,N,315,R,N,392_4N315RN,HRN,0,60,60,263,,,1.22,621.9515751,622.2418724,622.2418724,622.474699,622.4916949,None,up,1.8651292,622.4916949,None,622.4916949,623.6904982,0.1769152,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
489,_5,M,0,L,N,489_5M000LN,HLN,0,61,61,184,,,1.076,624.5486186,624.8391578,624.8391578,625.0724731,625.0890631,None,down,2.615799,625.0890631,None,625.0890631,626.1554644,0.1805161,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
481,_5,N,0,L,N,481_5N000LN,HLN,0,62,62,280,,,0.887,627.9007071,628.2029683,628.2029683,628.4198445,628.4361193,None,up,1.9335454,628.4361193,None,628.4361193,629.3022939,0.1821317,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
46,R,M,225,L,N,046RM225LN,HLN,0,63,63,109,,,1.4,630.5845479,630.8840783,630.8840783,631.0839106,631.1005988,None,down,3.3325052,631.1005988,None,631.1005988,632.4826888,0.2012726,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_5,N,90,_,_,__5N090__,N,0,64,64,90,,,1.226,634.657142,634.9474497,634.9474497,635.1469551,635.1636585,None,up,2.1992836,635.1636585,None,635.1636585,636.3794007,0.2096496,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
16,R,M,315,R,N,016RM315RN,HRN,0,65,65,103,,,1.359,637.5484997,637.8445234,637.8445234,638.0790981,638.0960914,None,down,2.8302003,638.0960914,None,638.0960914,639.4433578,0.1739896,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
270,_2,M,225,R,N,270_2M225RN,HRN,0,66,66,149,,,0.959,641.1284905,641.4249545,641.4249545,641.6412766,641.6580056,None,None,,641.6580056,None,641.6580056,642.6072001,0.1896482,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
164,F,N,135,L,N,164FN135LN,HLN,0,67,67,219,,,1.338,645.3328508,645.6217015,645.6217015,645.8380579,645.8548947,645.3328508,up,3.2991243,645.8548947,None,645.8548947,647.1701304,0.1972135,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_2,M,180,_,_,__2M180__,N,0,68,68,28,,,1.035,648.391696,648.6851545,648.6851545,648.8691213,648.8861292,None,down,3.1993092,648.8861292,None,648.8861292,649.9012417,0.22258,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
430,_4,M,225,L,N,430_4M225LN,HLN,0,69,69,173,,,1.201,652.3512013,652.6482472,652.6482472,652.7982294,652.8148136,None,None,,652.8148136,None,652.8148136,654.0138096,0.2480769,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
4,R,N,135,R,N,004RN135RN,HRN,0,70,70,195,,,1.394,656.4769812,656.7779978,656.7779978,657.0111064,657.027759,656.4769812,up,2.5329286,657.027759,None,657.027759,658.4096921,0.1711743,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
39,R,N,270,L,N,039RN270LN,HLN,0,71,71,206,,,1.316,659.7713039,660.0597154,660.0597154,660.2761715,660.2917941,None,up,2.1168259,660.2917941,None,660.2917941,661.590897,0.1982682,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,F,M,180,_,_,_FM180__,N,0,72,72,4,,,0.805,662.6101328,662.9066326,662.9066326,663.1226497,663.1393239,None,down,2.749508,663.1393239,None,663.1393239,663.9385349,0.1889286,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,G,M,90,_,_,_GM090__,N,0,73,73,10,,,0.707,666.1332885,666.434261,666.434261,666.6037887,666.6205933,None,down,3.0803469,666.6205933,None,666.6205933,667.3202925,0.2290796,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
393,_4,M,0,R,N,393_4M000RN,HRN,0,74,74,160,,,0.837,669.8742684,670.1663004,670.1663004,670.4161847,670.4329481,None,up,2.8320226,670.4329481,None,670.4329481,671.2492902,0.1611902,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
432,_4,M,315,L,N,432_4M315LN,HLN,0,75,75,175,,,0.805,673.4405396,673.7301197,673.7301197,673.9796801,673.9963005,None,None,,673.9963005,None,673.9963005,674.7787036,0.1639421,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
14,R,M,225,R,N,014RM225RN,HRN,0,76,76,101,,,1.34,677.6466714,677.942759,677.942759,678.1768507,678.1940768,677.6466714,down,2.8814127,678.1940768,None,678.1940768,679.5081603,0.1748709,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
132,F,N,135,R,N,132FN135RN,HRN,0,77,77,211,,,1.008,681.3049529,681.6068036,681.6068036,681.7905884,681.8075888,None,up,1.9336087,681.8075888,None,681.8075888,682.8057283,0.2148177,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
266,_2,M,45,R,N,266_2M045RN,HRN,0,78,78,145,,,1.152,683.9846487,684.2873781,684.2873781,684.4538395,684.4703685,None,down,3.2153156,684.4703685,None,684.4703685,685.6194482,0.229054,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_2,M,0,_,_,__2M000__,N,0,79,79,24,,,1.139,687.8871723,688.1836961,688.1836961,688.400385,688.4168346,None,up,3.1822705,688.4168346,None,688.4168346,689.5494654,0.1887148,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
9,R,M,0,R,N,009RM000RN,HRN,0,80,80,96,,,0.972,691.7728441,692.0640261,692.0640261,692.3134542,692.3303722,None,down,2.5665069,692.3303722,None,692.3303722,693.279347,0.1618553,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,F,N,180,_,_,_FN180__,N,0,81,81,52,,,1.27,695.1498794,695.4449847,695.4449847,695.6112324,695.6280117,None,up,2.4998204,695.6280117,None,695.6280117,696.8933473,0.2370139,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
303,_2,M,270,L,N,303_2M270LN,HLN,0,82,82,158,,,0.971,698.3952453,698.6926023,698.6926023,698.8433701,698.8632878,None,None,,698.8632878,None,698.8632878,699.8240389,0.2520235,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
5,R,N,180,R,N,005RN180RN,HRN,0,83,83,196,,,1.197,702.54111,702.8384167,702.8384167,703.0543822,703.0724143,702.54111,up,2.9972671,703.0724143,None,703.0724143,704.2539234,0.1910019,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
419,_4,N,90,L,N,419_4N090LN,HLN,0,84,84,266,,,1.307,706.2675992,706.5718963,706.5718963,706.7844427,706.8010746,None,up,2.335036,706.8010746,None,706.8010746,708.1003167,0.1856717,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,G,M,45,_,_,_GM045__,N,0,85,85,9,,,1.31,709.3426369,709.6320088,709.6320088,709.8484677,709.8650835,None,down,3.399006,709.8650835,None,709.8650835,711.1638242,0.1929784,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_2,N,135,_,_,__2N135__,N,0,86,86,75,,,0.764,713.4852073,713.7784364,713.7784364,713.9782815,713.995238,None,down,3.2825762,713.995238,None,713.995238,714.7448129,0.2076104,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
460,_5,M,135,R,N,460_5M135RN,HRN,0,87,87,179,,,1.155,717.4700878,717.759154,717.759154,717.9913543,718.0080804,None,down,3.2668906,718.0080804,None,718.0080804,719.1570257,0.1800938,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
200,G,N,315,R,N,200GN315RN,HRN,0,88,88,231,,,1.08,721.4855094,721.7880955,721.7880955,721.9877965,722.004519,None,up,2.1830614,722.004519,None,722.004519,723.0703541,0.1981436,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
8,R,N,315,R,N,008RN315RN,HRN,0,89,89,199,,,0.719,724.4248891,724.7187233,724.7187233,724.9021911,724.9186808,None,up,2.0504751,724.9186808,None,724.9186808,725.6193555,0.2235344,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_5,M,180,_,_,__5M180__,N,0,90,90,44,,,1.323,727.2062631,727.4999621,727.4999621,727.6830242,727.6998586,None,None,,727.6998586,None,727.6998586,729.0149799,0.2205992,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,F,N,315,_,_,_FN315__,N,0,91,91,55,,,0.776,731.3731752,731.6628503,731.6628503,731.8957657,731.9124922,731.3731752,up,1.8496022,731.9124922,None,731.9124922,732.6785702,0.1815777,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,R,M,90,_,_,_RM090__,N,0,92,92,18,,,0.905,733.9519338,734.2447011,734.2447011,734.4768204,734.4935854,None,up,2.8672032,734.4935854,None,734.4935854,735.3927858,0.1754851,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
