Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate
452,_5,N,135,R,N,452_5N135RN,HRN,0,41,41,275,,,0.91,441.6733952,441.961745,441.961745,442.1779983,442.1946571,None,up,2.6999549,442.1946571,None,442.1946571,443.0772196,0.2034156,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
16,R,M,315,R,N,016RM315RN,HRN,0,42,42,103,,,0.969,445.0837015,445.3756015,445.3756015,445.6084568,445.6251367,None,down,2.4514018,445.6251367,None,445.6251367,446.5744156,0.1750606,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,R,N,225,_,_,_RN225__,N,0,43,43,69,,,1.365,448.259926,448.5558365,448.5558365,448.7899017,448.8061007,None,up,2.9847066,448.8061007,None,448.8061007,450.1552196,0.1714973,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
303,_2,M,270,L,N,303_2M270LN,HLN,0,44,44,158,,,1.381,451.9843989,452.2866943,452.2866943,452.5034056,452.5209122,None,None,,452.5209122,None,452.5209122,453.8852295,0.1800654,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
418,_4,N,45,L,N,418_4N045LN,HLN,0,45,45,265,,,0.816,456.2619565,456.5640224,456.5640224,456.7155835,456.7325163,456.2619565,up,1.8497575,456.7325163,None,456.7325163,457.5318116,0.2498125,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
8,R,N,315,R,N,008RN315RN,HRN,0,46,46,199,,,1.236,458.7891165,459.0798951,459.0798951,459.2964766,459.3131806,None,up,2.7994448,459.3131806,None,459.3131806,460.5284983,0.1927585,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
486,_5,N,225,L,N,486_5N225LN,HLN,0,47,47,285,,,0.737,462.3129877,462.6100791,462.6100791,462.8275252,462.8452703,None,up,2.5316949,462.8452703,None,462.8452703,463.5598379,0.1874341,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
36,R,N,135,L,N,036RN135LN,HLN,0,48,48,203,,,1.308,466.006615,466.006615,466.006615,466.3054312,466.3054312,None,up,2.8518368,466.3054312,None,466.3054312,467.4061349,0.6138074,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
395,_4,M,90,R,N,395_4M090RN,HRN,0,49,49,162,,,0.859,469.3884417,469.6876417,469.6876417,469.8713673,469.8879594,None,down,2.5162474,469.8879594,None,469.8879594,470.7360606,0.217193,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
463,_5,M,270,R,N,463_5M270RN,HRN,0,50,50,182,,,0.905,472.6832753,472.9843318,472.9843318,473.1177569,473.1348292,None,down,3.4486911,473.1348292,None,473.1348292,474.0333398,0.2665467,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,F,M,0,_,_,_FM000__,N,0,51,51,0,,,1.305,476.8040882,477.0979247,477.0979247,477.2973463,477.3141843,None,None,,477.3141843,None,477.3141843,478.6131125,0.2069106,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
421,_4,N,180,L,N,421_4N180LN,HLN,0,52,52,268,,,0.903,480.9774781,481.2780321,481.2780321,481.4937599,481.5109282,480.9774781,up,2.4656969,481.5109282,None,481.5109282,482.4098322,0.1829636,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,_4,M,180,_,_,__4M180__,N,0,53,53,36,,,0.798,484.204451,484.4939734,484.4939734,484.6914842,484.7086032,None,down,3.2324022,484.7086032,None,484.7086032,485.4902917,0.2120394,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,_5,N,90,_,_,__5N090__,N,0,54,54,90,,,0.877,488.1270926,488.4213056,488.4213056,488.6541247,488.6709323,None,up,2.3989684,488.6709323,None,488.6709323,489.5366705,0.1746834,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
491,_5,M,90,L,N,491_5M090LN,HLN,0,55,55,186,,,0.764,491.2889521,491.5847519,491.5847519,491.7850058,491.8020051,None,None,,491.8020051,None,491.8020051,492.5508311,0.2056889,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,_2,M,90,_,_,__2M090__,N,0,56,56,26,,,1.022,495.4949082,495.7963673,495.7963673,495.9814826,495.9977866,495.4949082,None,,495.9977866,None,495.9977866,496.9971388,0.2154483,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,_2,M,135,_,_,__2M135__,N,0,57,57,27,,,1.204,499.6946208,499.9947163,499.9947163,500.1784732,500.1956661,499.6946208,up,3.0311779,500.1956661,None,500.1956661,501.3767737,0.2196067,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,_4,N,0,_,_,__4N000__,N,0,58,58,80,,,1.355,503.4572127,503.7574394,503.7574394,503.9408847,503.9576317,None,None,,503.9576317,None,503.9576317,505.306205,0.2164444,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
137,F,M,0,R,N,137FM000RN,HRN,0,59,59,112,,,0.916,507.6688357,507.9706557,507.9706557,508.1545119,508.1707099,507.6688357,down,2.0671059,508.1707099,None,508.1707099,509.0694696,0.2179086,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
270,_2,M,225,R,N,270_2M225RN,HRN,0,60,60,149,,,1.392,510.5649852,510.853144,510.853144,510.9682188,510.9682188,None,None,,510.9682188,None,510.9682188,512.3501886,0.3089944,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,_2,N,135,_,_,__2N135__,N,0,61,61,75,,,0.987,514.6849278,514.9814931,514.9814931,515.1650091,515.1825048,514.6849278,down,2.563631,515.1825048,None,515.1825048,516.1472633,0.2219811,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
236,G,M,135,L,N,236GM135LN,HLN,0,62,62,139,,,0.778,518.0205364,518.3415175,518.3415175,518.462118,518.4789842,None,None,,518.4789842,None,518.4789842,519.2439935,0.2615466,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
237,G,M,180,L,N,237GM180LN,HLN,0,63,63,140,,,0.92,522.1415042,522.4412926,522.4412926,522.657588,522.6744042,522.1415042,None,,522.6744042,None,522.6744042,523.5733172,0.1874846,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
41,R,M,0,L,N,041RM000LN,HLN,0,64,64,104,,,0.869,526.3318006,526.6211082,526.6211082,526.854135,526.8709747,526.3318006,down,1.9661067,526.8709747,None,526.8709747,527.7201361,0.1805056,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
483,_5,N,90,L,N,483_5N090LN,HLN,0,65,65,282,,,0.762,529.1323829,529.4205322,529.4205322,529.5524389,529.5692674,None,up,1.9989296,529.5692674,None,529.5692674,530.3178596,0.2816149,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
289,_2,N,0,L,N,289_2N000LN,HLN,0,66,66,248,,,1.073,531.8857532,532.1831558,532.1831558,532.2834915,532.3002928,None,up,2.8990258,532.3002928,None,532.3002928,533.3658194,0.3037616,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
417,_4,N,0,L,N,417_4N000LN,HLN,0,67,67,264,,,1.008,535.4732256,535.763117,535.763117,535.9127477,535.9297412,None,up,1.8336124,535.9297412,None,535.9297412,536.9285123,0.2605583,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,_2,M,270,_,_,__2M270__,N,0,68,68,30,,,0.892,537.9842724,538.2775519,538.2775519,538.4771031,538.4938386,None,down,2.566705,538.4938386,None,538.4938386,539.3765213,0.2088183,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
388,_4,N,135,R,N,388_4N135RN,HRN,0,69,69,259,,,1.186,541.2947009,541.5909473,541.5909473,541.7757697,541.7942382,None,up,2.9969763,541.7942382,None,541.7942382,542.957882,0.2207524,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,F,N,315,_,_,_FN315__,N,0,70,70,55,,,1.076,545.0797648,545.3715338,545.3715338,545.5044999,545.521943,None,down,2.9983743,545.521943,None,545.521943,546.5868948,0.2741887,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,G,M,180,_,_,_GM180__,N,0,71,71,12,,,1.174,548.7264406,549.0185791,549.0185791,549.2365272,549.274809,None,None,,549.274809,None,549.274809,550.417174,0.193212,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
43,R,M,90,L,N,043RM090LN,HLN,0,72,72,106,,,1.134,552.9146541,553.2143601,553.2143601,553.4309696,553.4479202,552.9146541,down,2.8821703,553.4479202,None,553.4479202,554.5638371,0.1867917,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
134,F,N,225,R,N,134FN225RN,HRN,0,73,73,213,,,1.345,556.5485969,556.844678,556.844678,557.044463,557.0614075,None,up,2.8155627,557.0614075,None,557.0614075,558.3933295,0.2039462,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,R,N,45,_,_,_RN045__,N,0,74,74,65,,,0.923,560.214089,560.5082151,560.5082151,560.5920665,560.6088812,None,up,3.0822689,560.6088812,None,560.6088812,561.5245332,0.3225672,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
133,F,N,180,R,N,133FN180RN,HRN,0,75,75,212,,,0.977,563.9016287,564.1905396,564.1905396,564.406846,564.4257369,None,up,3.2292763,564.4257369,None,564.4257369,565.3870799,0.1952592,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
40,R,N,315,L,N,040RN315LN,HLN,0,76,76,207,,,0.869,567.8815557,568.1694322,568.1694322,568.3679004,568.3847129,None,up,2.1494718,568.3847129,None,568.3847129,569.2355471,0.2140521,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
13,R,M,180,R,N,013RM180RN,HRN,0,77,77,100,,,1.392,570.7593811,571.0487918,571.0487918,571.2490506,571.265532,None,None,,571.265532,None,571.265532,572.6475738,0.2119889,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
431,_4,M,270,L,N,431_4M270LN,HLN,0,78,78,174,,,1.01,574.9428972,575.2435556,575.2435556,575.4449565,575.4618979,574.9428972,None,,575.4618979,None,575.4618979,576.4615245,0.2005668,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,_4,M,225,_,_,__4M225__,N,0,79,79,37,,,0.893,579.1123448,579.4086505,579.4086505,579.6421469,579.6590608,579.1123448,up,2.2159367,579.6590608,None,579.6590608,580.5418854,0.175636,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,R,N,315,_,_,_RN315__,N,0,80,80,71,,,0.845,582.0873617,582.3890267,582.3890267,582.5889291,582.6057438,None,up,2.1166409,582.6057438,None,582.6057438,583.438043,0.1998976,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
455,_5,N,270,R,N,455_5N270RN,HRN,0,81,81,278,,,0.732,584.9582026,585.2531485,585.2531485,585.4362673,585.4532658,None,up,2.0492745,585.4532658,None,585.4532658,586.1694616,0.2227535,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
266,_2,M,45,R,N,266_2M045RN,HRN,0,82,82,145,,,0.981,587.7170894,588.0174936,588.0174936,588.2175576,588.2339729,None,down,2.4199613,588.2339729,None,588.2339729,589.199899,0.2015159,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
261,_2,N,180,R,N,261_2N180RN,HRN,0,83,83,244,,,1.304,590.8789502,591.181403,591.181403,591.3648546,591.3814301,None,None,,591.3814301,None,591.3814301,592.6804043,0.2116678,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,_5,N,45,_,_,__5N045__,N,0,84,84,89,,,1.172,595.1340301,595.4532361,595.4532361,595.5778959,595.5945061,595.1340301,up,2.2824234,595.5945061,None,595.5945061,596.7601125,0.2534206,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,R,N,90,_,_,_RN090__,N,0,85,85,66,,,0.904,598.0688809,598.3586717,598.3586717,598.5915404,598.6081882,None,up,2.5327301,598.6081882,None,598.6081882,599.4908526,0.1797877,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,F,M,225,_,_,_FM225__,N,0,86,86,5,,,0.719,601.3696304,601.6721265,601.6721265,601.8555091,601.8722595,None,down,3.2168112,601.8722595,None,601.8722595,602.5714135,0.2151548,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
1,R,N,0,R,N,001RN000RN,HRN,0,87,87,192,,,0.822,605.3847706,605.6836268,605.6836268,605.8018927,605.8187651,None,up,1.9837036,605.8187651,None,605.8187651,606.6349003,0.2814844,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
235,G,M,90,L,N,235GM090LN,HLN,0,88,88,138,,,0.848,608.041904,608.3331055,608.3331055,608.5162223,608.5329621,None,down,2.6439859,608.5329621,None,608.5329621,609.3651947,0.2223142,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
297,_2,M,0,L,N,297_2M000LN,HLN,0,89,89,152,,,1.345,611.4109152,611.6981859,611.6981859,611.8965388,611.9131847,None,down,2.4499309,611.9131847,None,611.9131847,613.2455103,0.2182105,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
430,_4,M,225,L,N,430_4M225LN,HLN,0,90,90,173,,,1.078,614.5527871,614.8441103,614.8441103,615.0775359,615.0942572,None,up,3.0149252,615.0942572,None,615.0942572,616.1596186,0.17708,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
425,_4,M,0,L,N,425_4M000LN,HLN,0,91,91,168,,,0.8,618.3241531,618.6242829,618.6242829,618.824576,618.8408111,None,down,3.3651878,618.8408111,None,618.8408111,619.6233882,0.2018191,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
_,_5,M,180,_,_,__5M180__,N,0,92,92,44,,,0.946,622.5010449,622.8019876,622.8019876,622.9204798,622.9372538,None,None,,622.9372538,None,622.9372538,623.8703918,0.2817662,None,,,,,,,,,45,1,2020_Jan_03_1138,untitled,3.1.0,60.11053127
